Hiligaynon,English
Mag-intra kita sa pagpanalawsaw.,Let us participate in the research.
Nagaupod kami sa seremonya sang gradwasyon.,We are joining the graduation ceremony.
Maathag ang tudlo sang aton mga ginikanan.,The teachings of our parents are clear.
I-paambit ang imo nahibaluan sa iban.,Share what you know with others.
Nagabukas ang amon librarya kada aga.,Our library opens every morning.
Mag-himo ka sang imo asaynment subong.,Do your assignment now.
Nagapanguna sia sa ila klase.,He/she is leading/top in their class.
I-pabilin ang kakugi sa pag-eskwela.,Maintain diligence in schooling.
Nagapangita kami sang solusyon sa problema sa matimatika.,We are looking for a solution to the math problem.
Maayo ang pamatasan sang mga estudyante.,The behavior/conduct of the students is good.
Tandaan (Tandai) ang mga importante nga petsa.,Remember the important dates.
Nagakanta kami sang pambansang awit.,We are singing the national anthem.
Mag-hampang kita pagkatapos sang klase.,Let us play after class.
Nagapangayo kami sang bulig sa pag-intindi sang leksyon.,We are asking for help in understanding the lesson.
Ang edukasyon amo ang yabi sang kaluwasan sa kaimolon.,Education is the key to escape poverty.
I-lista ang mga ngalan sang mga nag-abot.,List the names of those who arrived.
Nagapamati kami sa hambal sang dinapit nga bisita.,We are listening to the speech of the invited guest.
Maayo gid ang iya paghambal sang Iningles.,His/her English speaking is very good.
Isul-ob ang imo uniporme sing maayo.,Wear your uniform properly.
Nagapamuhi kami sang mga basura sa ugsaran sang eskwelahan.,We are gathering trash in the school yard.
Mag-salig ka sa imo ikasarang.,Trust in your ability.
Nagapangayo kami sang permiso nga magguwa.,We are asking for permission to go out.
Ang pagbasa nagapamuklat sang aton huna-huna.,Reading opens our minds.
I-pa-andara ang kompyuter para sa panalawsaw.,Start/Operate the computer for research.
Nagapamati kami sa huni sang kampana sang eskwelahan.,We are listening to the sound of the school bell.
Maayo ang relasyon sang mga maestra kag ginikanan.,The relationship between teachers and parents is good.
Hupti (Huptan) ang katinlo sang imo kwaderno.,Keep/Maintain the cleanliness of your notebook.
Nagapangayo kami sang pagtuytoy sa Ginuo sa amon pag-eskwela.,We ask for guidance from the Lord in our schooling.
Ang pagkamapisan nagadala sang kadalag-an.,Industriousness brings success.
I-paathag sa akon kon paano ini obrahon.,Explain to me how to do this.
Nagapangita kami sang paagi nga makatapos sang pagtuon.,We are looking for a way to finish our studies.
Maayo ang suplay sang tubig sa eskwelahan.,The water supply at school is good.
I-respeto ang aton mga manunudlo.,Respect our teachers.
Nagapamati kami sa paandam sang gwardya.,We are listening to the warning of the guard.
Ang pagtuon wala sing katapusan.,Learning has no end.
I-pa-ambit ang imo libro sa imo kaingod.,Share your book with your neighbor.
Nagapangayo kami sang tsansa nga makapasar.,We are asking for a chance to pass.
Maayo ang organisasyon sang aton eskwelahan.,The organization of our school is good.
I-pabilin ang kalinong sa sulod sang librarya.,Maintain peace inside the library.
Nagapamati kami sa pulong sang aton presidente.,We are listening to the words of our president.
Ang pagkamatinumanon sa mga pagsulundan importante.,Obedience to the rules is important.
I-handa ang inyo kaugalingon para sa pasulit.,Prepare yourselves for the exam.
Nagapangayo kami sang kaayuhan para sa aton tanan.,We are asking for the welfare/goodness for us all.
Maayo ang pundasyon sang iya ihibalo.,The foundation of his/her knowledge is good.
I-pa-intindi sa bata ang importansya sang edukasyon.,Make the child understand the importance of education.
Nagapangita kami sang libro parte sa kasaysayan sang Pavia.,We are looking for a book about the history of Pavia.
I-pabilin ang paglaum nga makatapos.,Maintain the hope of finishing.
Nagapamati kami sa ambahanon sang eskwelahan.,We are listening to the school hymn/song.
Ang paghiliutod sa eskwelahan manami gid.,Brotherhood/Sisterhood in school is very nice.
I-pa-check ang imo obra sa maestra.,Have your work checked by the teacher.
Nagapangayo kami sang kabaskog sa pag-atubang sang mga kabudlay.,We ask for strength in facing difficulties.
Maayo ang resulta sang aton pagpangisog.,The result of our courage/striving is good.
I-pakita ang imo talent sa atubangan.,Show your talent in front.
Nagapangayo kami sang pagpahanugot sa pag-intra sa klab.,We ask for approval/consent to join the club.
Ang pagkamatinahuron tanda sang maayo nga eskulir.,Respectfulness is a sign of a good student.
I-pabilin ang katinlo sang aton palibot.,Maintain the cleanliness of our surroundings.
Nagapamati kami sa balita sa radyo sang eskwelahan.,We are listening to news on the school radio.
Ang pagkamakatilingala sang siensa daku gid.,The wonder of science is very great.
I-pa-athag ang rason sang imo pag-uway.,Explain the reason for your tardiness.
Nagapangita kami sang itutlo sa mga bata.,We are looking for things to teach to the children.
Maayo ang pagtratar sa mga estudyante.,The treatment of the students is good.
I-pa-dayon ang imo pag-eskwela bisan budlay.,Continue your schooling even if it is hard.
Nagapangayo kami sang giya sa aton pagpanlakaton.,We ask for guidance in our journey.
Ang pagpasensya sa pagtuon importante gid.,Patience in studying is very important.
I-pa-intsindi ang mga leksyon sa mga kaupod.,Explain/Make the lessons understood to companions.
Nagapangita kami sang oportunidad nga makatrabaho.,We are looking for an opportunity to work.
Maayo ang programa para sa mga imol nga estudyante.,The program for poor students is good.
I-pabilin ang pag-ulikid sa aton eskwelahan.,Maintain the care for our school.
Nagapamati kami sa laygay sang aton mga ginikanan.,We are listening to the advice of our parents.
Ang pagkamapisan sa pagtuon nagadala sang bugay.,Diligence in studying brings blessings.
I-pa-kita ang imo pagpalangga sa ihibalo.,Show your love for knowledge.
Nagapangayo kami sang proteksyon sa amon paglakat.,We ask for protection in our travel.
Maayo ang pagdumala sang aton prinsipal.,The management/leadership of our principal is good.
I-pa-dayon ang aton pagpangayo sang kaalam.,Continue our seeking of wisdom.
Nagapangita kami sang kamatuoran sa tanan nga bagay.,We are looking for the truth in all things.
Maayo ang impluwensya sang aton mga abyan.,The influence of our friends is good.
I-pabilin ang aton paghiliutod sa klase.,Maintain our brotherhood/unity in class.
Nagapangayo kami sang grasya para sa aton tanan.,We ask for grace for us all.
Ang pagkamaluluy-on sa isigkaestudyante importante.,Compassion toward fellow students is important.
I-pa-athag ang mga pagsulundan sang eskwelahan.,Explain the rules of the school.
Nagapangita kami sang pagsalig sa aton kaugalingon.,We are looking for confidence/trust in ourselves.
Salamat gid sa inyo pag-ulikid sa amon edukasyon.,Thank you very much for your care for our education.
Kabay pa nga makatapos kita tanan sang aton pagtuon.,May we all finish our studies.
Malinong ang aton hulot-klasehan subong.,Our classroom is peaceful now.
Maaliwalas ang palibot sang eskwelahan.,The school environment/surroundings are bright and airy.
I-butang ang imo bag sa idalom sang pungkoan.,Put your bag under the seat/chair.
Matinlo ang salog sang aton opisina.,The floor of our office is clean.
Nagasulat ang maestra sa papan gamit ang yeso.,The teacher is writing on the blackboard using chalk.
Buksi ang bintana para magsaka ang hangin.,Open the window so the air can come up.
Pila ka lamesa ang kinahanglan sa librarya?,How many tables are needed in the library?
Maathag ang suga sa aton kwarto.,The light in our room is clear/bright.
I-haboy ang basura sa basurahan sa gwa.,Throw the trash in the trash can outside.
Nagapila ang mga bata sa kantina.,The children are lining up at the canteen.
Kinahanglan naton tinluan ang kasilyas.,We need to clean the toilet/restroom.
Masadya ang mga eskulir sa palaruan.,The students are happy on the playground.
I-plastar ang mga libro sa estante.,Arrange the books on the shelf.
Nagahulat ang mga ginikanan sa gaha.,The parents are waiting at the gate.
Matahum ang mga tanum sa garden sang eskwelahan.,The plants in the school garden are beautiful.
I-pabilin ang katinlo sa aton ugsaran.,Maintain the cleanliness in our yard.
Nagapamati kami sa anunsyo sa speaker.,We are listening to the announcement on the speaker.
Maayo ang atensyon sang mga bata sa leksyon.,The attention of the children to the lesson is good.
I-sira ang pultahan para indi magsaba.,Close the door so it won't be noisy.
Nagapanglimpyo ang mga obrero sa pasilyo.,The workers are cleaning the hallway.
I-plastar ang tsart sa dingding.,Place the chart on the wall.
Mabugnaw ang hangin sa idalom sang kahoy.,The air is cool under the tree.
I-tago ang mga krayola sa sulod sang kahon.,Keep the crayons inside the box.
Nagapangayo kami sang katawhay sa pagsulat.,We are asking for tranquility while writing.
Maayo ang bentilasyon sining edipisyo.,The ventilation of this building is good.
I-pabilin ang disiplina samtang naga-eksamen.,Maintain discipline while taking the exam.
Nagapangita kami sang mapahuwayan sa recess.,We are looking for a place to rest during recess.
I-check ang attendance sang mga kaupod.,Check the attendance of the companions.
Nagapamati kami sa gahod sang mga sakyanan sa gwa.,We are listening to the noise of the vehicles outside.
Maathag ang sulat sa papel.,The handwriting on the paper is clear.
I-pa-intsindi ang pagsulundan sa tanan.,Make the rules understood by everyone.
Nagapang-utod kami sang papel para sa art.,We are cutting paper for art.
I-gamit ang gunting sing may paghalong.,Use the scissors with care.
Nagapangita kami sang dugi sa baras.,We are looking for thorns/splinters in the sand (playground safety).
I-plastar ang mga litrato sa bulletin board.,Arrange the pictures on the bulletin board.
Maayo ang espasyo para sa paghampang.,The space for playing is good.
I-pabilin ang kaalam sa aton huna-huna.,Keep the knowledge in our minds.
Nagapangayo kami sang suplay sang bolpen.,We are asking for a supply of pens.
I-pa-intsindi ang importansya sang palibot.,Make the importance of the environment understood.
Nagapamuhi kami sang mga dahon sa semento.,We are gathering the leaves on the cement.
I-plastar ang mga bag sa likod.,Place the bags at the back.
Maayo ang pagdumala sa sining eskwelahan.,The management in this school is good.
I-pabilin ang paghiliutod sang mga estudyante.,Maintain the brotherhood/unity of the students.
Nagapamati kami sa laygay sang dako nga maestra.,We are listening to the advice of the head teacher.
I-check ang oras sa relo sa dingding.,Check the time on the wall clock.
Nagapangita kami sang mapungkoan sa garden.,We are looking for a place to sit in the garden.
I-pabilin ang kasulhay sang aton pagtuon.,Maintain the comfort/ease of our learning.
Nagapangayo kami sang grasya sa pagsugod sang klase.,We ask for grace at the start of the class.
Maayo ang koneksyon sang internet sa librarya.,The internet connection in the library is good.
I-pa-intsindi ang leksyon sa mga wala kaintindi.,Make the lesson understood to those who didn't understand.
Nagapamuhi kami sang mga bato sa dalan.,We are gathering the stones on the road/path.
I-plastar ang mga lingkuranan sing tadlong.,Arrange the chairs straightly.
Maayo ang kasanag sang adlaw sa bintana.,The brightness of the sun at the window is good.
I-pabilin ang katinlo sang aton mga kagamitan.,Maintain the cleanliness of our equipment/supplies.
Nagapangita kami sang referensya sa kompyuter.,We are looking for a reference on the computer.
I-pa-intsindi ang respeto sa isigkatawo.,Make respect for fellowmen understood.
Nagapamuhi kami sang mga basura sa drainage.,We are gathering the trash in the drainage.
I-plastar ang mga project sa lamesa.,Arrange the projects on the table.
Maayo ang kalinong sa tion sang pagbasa.,The quietness during reading time is good.
I-pabilin ang kakugi sa pagtapos sang asaynment.,Maintain diligence in finishing the assignment.
Nagapangayo kami sang tsansa nga makagamit sang lab.,We are asking for a chance to use the lab.
I-pa-intsindi ang disipilina sa pagpila.,Make the discipline in lining up understood.
Nagapamuhi kami sang mga botelya para sa recycling.,We are gathering bottles for recycling.
I-plastar ang mga notbuk sa ibabaw sang desk.,Arrange the notebooks on top of the desk.
Maayo ang pagtratar sang mga gwardya sa bisita.,The treatment of the guards to the visitors is good.
I-pabilin ang paglaum nga makapasar kita tanan.,Maintain the hope that we will all pass.
Nagapangita kami sang maayo nga pwesto sa klase.,We are looking for a good spot in class.
I-pa-intsindi ang importansya sang oras.,Make the importance of time understood.
Nagapamuhi kami sang mga papel sa idalom sang desk.,We are gathering the papers under the desk.
I-plastar ang mga kagamitan sa pag-drawing.,Arrange the drawing materials.
Maayo ang pamatasan sang mga manunudlo diri.,The behavior of the teachers here is good.
I-pabilin ang paghigugma sa pagbasa.,Maintain the love for reading.
Nagapangita kami sang dugang nga libro.,We are looking for additional books.
I-pa-intsindi ang importansya sang katinlo.,Make the importance of cleanliness understood.
Nagapamuhi kami sang mga plastic sa paligid.,We are gathering the plastics in the surrounding area.
I-plastar ang mga balon sa locker.,Place the lunchboxes/food in the locker.
Maayo ang serbisyo sang eskwelahan sa mga bata.,The service of the school to the children is good.
I-pabilin ang pagtoo nga makatapos kita.,Maintain the faith that we will finish.
Nagapangita kami sang mapahuwayan sa hapon.,We are looking for a resting place in the afternoon.
I-pa-intsindi ang importansya sang pag-eskwela.,Make the importance of schooling understood.
Nagapamuhi kami sang mga sanga sang kahoy sa garden.,We are gathering the tree branches in the garden.
I-plastar ang mga uniporme sa kabinet.,Place the uniforms in the cabinet.
Maayo ang relasyon sang eskwelahan sa komunidad.,The relationship of the school with the community is good.
I-pabilin ang paghiliutod sa aton tanan.,Maintain brotherhood/unity among us all.
Nagapangita kami sang giya sa aton mga plano.,We are looking for guidance in our plans.
I-pa-intsindi ang importansya sang respeto sa maestra.,Make the importance of respect for the teacher understood.
Nagapamuhi kami sang mga tanum para sa landscaping.,We are gathering plants for landscaping.
I-plastar ang mga medal sa dingding sang balay.,Arrange the medals on the wall of the house.
Maayo ang pamatasan sang aton prinsipal.,The conduct of our principal is good.
I-pabilin ang paglaum sa aton kasingkasing.,Maintain hope in our hearts.
Nagapangita kami sang kamatuoran sa edukasyon.,We are looking for the truth in education.
I-pa-intsindi ang importansya sang pagbinuligay.,Make the importance of mutual help understood.
Nagapamuhi kami sang mga donasyon para sa mga imol.,We are gathering donations for the poor.
I-plastar ang mga notisya sa opisina.,Place the notices in the office.
Maayo ang impluwensya sang maayo nga palibot.,The influence of a good environment is good.
I-pabilin ang pagtoo sa aton kaugalingon.,Maintain faith in ourselves.
Nagapangita kami sang paghiliutod sa tagsa ka eskulir.,We are looking for brotherhood in every student.
I-pa-intsindi ang importansya sang aton kasaysayan.,Make the importance of our history understood.
Salamat gid sa maayo nga learning environment.,Thank you very much for the good learning environment.
Amo gid ina ang husto nga paagi sang pagtuon.,That is exactly the right way of learning.
Matahum ang disenyo sang hablon halin sa Miag-ao.,The design of the hand-woven cloth from Miag-ao is beautiful.
Nagatuktok sia sang gitara samtang nagakanta.,He is strumming the guitar while singing.
Maabtik mag-saot sang kuratsa ang mga malatiko.,The elders are nimble at dancing the kuratsa.
I-pintura ang kolor sang balangaw sa kanbas.,Paint the colors of the rainbow on the canvas.
Nagahimo kami sang parol para sa paskua.,We are making a Christmas lantern for the holidays.
Mataliwis ang huni sang tulali (pito).,The sound of the bamboo flute is shrill.
I-pasundayag ang inyo mga hinimuan sa plasa.,Exhibit your handiwork/creations at the plaza.
Nagapamati kami sa ambahanon sang aton katigulangan.,We are listening to the songs of our ancestors.
Maayo ang tunada sang sining kanta.,The melody/tune of this song is good.
I-kurit ang dagway sang imo iloy.,Sketch the face of your mother.
Nagahampang ang mga bata sang sipà.,The children are playing sipà (traditional kick-game).
Mabug-at ang tunog sang bombo (tambor).,The sound of the bass drum is heavy.
I-saot naton ang pantomina sa kasal.,Let us dance the pantomina at the wedding.
Nagapamuhi kami sang lapok para sa banga.,We are gathering clay/mud for the jar.
Maayo ang kurit sang iya mga kamot.,The lines/strokes of his hands are good.
I-pauyon ang kumpas sang musika.,Follow the rhythm/beat of the music.
Nagatan-aw kami sang drama sa radyo.,We are watching/listening to a drama on the radio.
Matahum ang dagmay nga hinimo sang mga Ati.,The native cloth made by the Ati is beautiful.
I-plastar ang mga kulon sa lamesa.,Arrange the clay pots on the table.
Nagakanta ang koro sa sulod sang simbahan.,The choir is singing inside the church.
Maayo ang disenyo sang bayo sang reyna.,The design of the queen's dress is good.
I-uyat ang pensel sing tadlong.,Hold the pencil straightly.
Nagahampang kami sang sungka kon hapon.,We are playing sungka (board game) in the afternoon.
Mabaskog ang palakpak sang mga tawo.,The applause of the people is loud.
I-pakita ang imo talento sa pagkanta.,Show your talent in singing.
Nagapamuhi kami sang panganod (bulak-bulak) para sa dekorasyon.,We are gathering ornamental flowers for decoration.
Maayo ang eskultura sang rebulto sa Pavia.,The sculpture of the statue in Pavia is good.
I-pabilin ang kultura sang aton banwa.,Maintain the culture of our town.
Nagapamati kami sa binalaybay ni Juan.,We are listening to Juan's poem.
Maalam sia mag-obra sang baslay (taka).,He is wise at making paper-mache.
I-pintura ang dagat sing asul.,Paint the sea blue.
Nagakanta kami sang himno sang aton probinsya.,We are singing the hymn of our province.
Maayo ang uyog sang iya lawas sa pagsaot.,The sway of her body in dancing is good.
I-plastar ang mga obra-maestra sa museo.,Arrange the masterpieces in the museum.
Nagahampang sila sang tumbang preso.,They are playing tumbang preso (knock-the-can).
Mabugnaw ang huni sang arpa.,The sound of the harp is cool/soothing.
I-saot naton ang maskota sa kapistahan.,Let us dance the maskota during the feast.
Nagapamuhi kami sang kawayan para sa basket.,We are gathering bamboo for baskets.
Maayo ang kolor sang iya gin-obra.,The color of his work is good.
I-pauyon ang tingog sa daku nga koro.,Blend your voice with the large choir.
Nagapamati kami sa huni sang violin.,We are listening to the sound of the violin.
Maayo ang istorya sang sining pelikula.,The story of this movie is good.
I-plastar ang mga dekorasyon sa entablado.,Arrange the decorations on the stage.
Nagahampang kami sang luthang-luthang (kawayan nga pusil).,We are playing with bamboo pop-guns.
Matahum ang burda sa barong.,The embroidery on the barong is beautiful.
I-pabilin ang tradisyon sang aton mga malatiko.,Maintain the tradition of our elders.
Nagapanguna sia sa kontes sang pagdrowing.,He/she is leading in the drawing contest.
Maayo ang timbre sang iya tingog.,The timbre of his/her voice is good.
I-plastar ang mga tinikling nga kawayan.,Arrange the tinikling bamboo poles.
Nagapamuhi kami sang balagon para sa labon.,We are gathering vines for weaving.
Maayo ang pasundayag sang mga kabataan.,The performance of the children was good.
I-kurit ang mapa sang Pavia.,Sketch the map of Pavia.
Nagapamati kami sa komposisyon sang maestro.,We are listening to the teacher's composition.
Maayo ang istilo sang iya pag-obra.,The style of his/her work is good.
I-pauyon ang lakat sang saot sa tambor.,Align the step of the dance to the drum.
Nagahampang kami sang piko.,We are playing piko (hopscotch).
Mabaskog ang hugyaw sang mga tagasuporta.,The cheer of the supporters is loud.
I-plastar ang mga intrumento sa luyo.,Arrange the instruments at the side.
Nagapamuhi kami sang kabibe para sa art.,We are gathering clamshells for art.
Maayo ang panan-aw sang artista sa palibot.,The artist's perspective/vision of the surroundings is good.
I-pabilin ang kaalam sa aton mga sining.,Maintain the wisdom in our arts.
Nagapangayo kami sang inspirasyon sa kinaiyahan.,We are asking for inspiration from nature.
Maayo ang duag sang sining drowing.,The hue/tint of this drawing is good.
I-plastar ang mga maskara para sa festival.,Arrange the masks for the festival.
Nagapamati kami sa lakat-lakat sang banda.,We are listening to the march of the band.
Maayo ang porma sang sining banga.,The shape of this jar is good.
I-saot naton ang surtido.,Let us dance the surtido (medley dance).
Nagapamuhi kami sang papel de liha.,We are gathering sandpaper (for crafting).
Maayo ang tekstura sang tela nga hablon.,The texture of the hand-woven cloth is good.
I-plastar ang mga kariton sa parada.,Arrange the carts/floats in the parade.
Nagahampang kami sang patintero.,We are playing patintero (block-the-runner).
Mabugnaw ang kumpas sang baton sang konduktor.,The swing of the conductor's baton is cool/steady.
I-pakita ang garbo sang Pavia sa sining sining.,Show the pride of Pavia in this art.
Nagapamuhi kami sang pintura nga pula.,We are gathering red paint.
Maayo ang proporksyon sang sining rebulto.,The proportion of this statue is good.
I-plastar ang mga kostyum sa dressing room.,Arrange the costumes in the dressing room.
Nagapamati kami sa tukar sang piano.,We are listening to the playing of the piano.
Maayo ang ekspresyon sang iya guya.,The expression of his/her face is good.
I-saot naton ang jota.,Let us dance the jota.
Nagapamuhi kami sang lubid para sa balsa.,We are gathering rope for the raft (crafting).
Maayo ang balanse sang sining disenyo.,The balance of this design is good.
I-plastar ang mga tropeyo sa kabinet.,Arrange the trophies in the cabinet.
Nagahampang kami sang takyan.,We are playing takyan (shuttlecock).
Mabaskog ang huni sang trumpeta.,The sound of the trumpet is loud.
I-pakita ang aton paghigugma sa sining.,Show our love for the arts.
Nagapamuhi kami sang pandan para sa banig.,We are gathering pandan for mats.
Maayo ang hinimuan sang aton mga panday-sining.,The handiwork of our artists/craftsmen is good.
I-plastar ang mga obra sa plasa.,Arrange the works in the plaza.
Nagapamati kami sa ambahanon sang pagdayaw.,We are listening to the song of praise.
Maayo ang tema sang sining binalaybay.,The theme of this poem is good.
I-pabilin ang paghiliutod sa aton mga artista.,Maintain the brotherhood/unity among our artists.
Nagapangita kami sang kaayuhan sa sining.,We are looking for beauty/goodness in art.
Maayo ang impluwensya sang musika sa kabataan.,The influence of music on the youth is good.
I-plastar ang mga bolpen kag papel para sa pagdrowing.,Arrange the pens and paper for drawing.
Nagapamuhi kami sang mga bulak para sa plorera.,We are gathering flowers for the vase.
Maayo ang pagtratar sa aton mga artista.,The treatment of our artists is good.
I-pabilin ang pagtoo sa aton ikasarang.,Maintain the faith in our abilities.
Salamat gid sa matahum nga pasundayag.,Thank you very much for the beautiful performance.
Amo gid ina ang husto nga kasanag sang sining.,That is exactly the right brightness of art.
Kabay pa nga magpadayon ang aton kultura.,May our culture continue.
Maabtik mag-tindak sa sipà ang mga bata.,The children are nimble at kicking the sipà.
I-handa ang mga kawayan para sa tinikling.,Prepare the bamboo poles for the tinikling.
Nagahampang sila sang tumbang preso sa karsada.,They are playing tumbang preso (knock-the-can) on the street.
Maayo mag-uyog sang panyos sa pagsaot.,(He/She) is good at waving the handkerchief in dancing.
I-pauyon ang imo lakat sa huni sang tambor.,Align your steps to the sound of the drum.
Nagahampang kami sang sungka sa balkon.,We are playing sungka (board game) on the balcony.
Mabaskog ang tunog sang agong sa kapiestahan.,The sound of the gong is loud during the feast.
I-luthang ang sili-sili gamit ang kawayan.,"Shoot the ""bullet"" using the bamboo pop-gun."
Nagatuktok sia sang ukulele sa idalom sang paho.,He is strumming the ukulele under the mango tree.
Maayo ang balanse sang bata sa pagpiko.,The child's balance in hopscotch is good.
I-itsa ang bato sa sulod sang kahon.,Throw the stone inside the box.
Nagadalagan sila sa hampang nga patintero.,They are running in the game of patintero.
Matahum ang kuratsa nga saot sang mga malatiko.,The kuratsa dance of the elders is beautiful.
I-uyat ang pisi para sa hampang nga lukso-tali.,Hold the rope for the jump-rope game.
Nagapangita kami sang kasing nga matig-a.,We are looking for a hard wooden top.
Maayo ang ikid sang iya saot.,The sway/twirl of her dance is good.
I-patingog ang tulali (pito) sing mahinay.,Make the bamboo flute sound softly.
Nagahampang kami sang tago-tago kon kabilugan sang bulan.,We play hide and seek during a full moon.
Mabug-at ang palo sang baseball bat.,The swing/strike of the baseball bat is heavy.
I-pabilin ang isportsman sa tunga sang kompetisyon.,Maintain sportsmanship in the middle of the competition.
Nagasaot kami sang pandanggo sa ilaw.,We are dancing the pandanggo sa ilaw (dance with lights).
Maayo ang dalagan sang aton hampang subong.,The flow/progress of our game is good now.
I-dakop ang bola sing maayo.,Catch the ball well.
Nagahampang sila sang sato sa talamnan.,They are playing sato (stick game) in the field.
Matahum ang huni sang arpa sa gab-i.,The sound of the harp is beautiful at night.
I-lukso ang kagingking (sanga) sing mataas.,Jump over the bamboo branch highly.
Nagapamuhi kami sang lastiko para sa dampa.,We are gathering rubber bands for the flick-game.
Maayo ang repleks sang bata sa pag-elag.,The child's reflex in dodging is good.
I-uyat ang raketa sing hugot.,Hold the racket tightly.
Nagahampang kami sang damas sa idalom sang balay.,We are playing checkers under the house.
Mabaskog ang hugyaw sang mga sumulunod.,The cheer of the followers is loud.
I-saot naton ang sinulog sa plasa.,Let us dance the sinulog at the plaza.
Nagatuktok sia sang bandurya sa rondalla.,He/she is playing the bandurya in the rondalla.
Maayo ang porma sang iya paglangoy.,The form of his/her swimming is good.
I-pasulod ang holen sa buho.,Make the marble enter the hole.
Nagahampang kami sang takyan sa ugsaran.,We are playing takyan (weighted shuttlecock) in the yard.
Matahum ang moskita nga saot sa Iloilo.,The moskita dance in Iloilo is beautiful.
I-huyop ang tambulyo (silbatos) sing mabaskog.,Blow the horn/whistle loudly.
Nagapangita kami sang tabanog sa langit.,We are looking for the kite in the sky.
Maayo ang palid sang aton banog-banog.,The glide/flight of our small kite is good.
I-pauyon ang kumpas sang imo mga kamot.,Follow the beat/rhythm of your hands.
Nagahampang sila sang lukso-baka.,They are playing jump-over-the-cow (leapfrog).
Mabugnaw ang huni sang kubing.,The sound of the jaw harp is cool/soothing.
I-saot naton ang cariñosa.,Let us dance the cariñosa.
Nagapangayo kami sang tsansa nga mag-intra sa liga.,We are asking for a chance to join the league.
Maayo ang depensa sang aton koponan.,The defense of our team is good.
I-dribol ang bola pakadto sa basket.,Dribble the ball toward the basket.
Nagahampang kami sang badminton sa hapon.,We are playing badminton in the afternoon.
Matahum ang kostyum sang mga manunaut.,The costumes of the dancers are beautiful.
I-pabilin ang kalipay sa tagsa ka hampang.,Keep the joy in every game.
Nagatuktok sila sang bajo-de-arco (kontrabaho).,They are playing the double bass.
Maayo ang pitik sang iya mga tudlo sa gitara.,The pluck of his fingers on the guitar is good.
I-pauyon ang lakat sang saot sa balse.,Align the step of the dance to the waltz.
Nagahampang kami sang binggo sa parokya.,We are playing bingo at the parish.
Mabaskog ang palakpak pagkatapos sang presentasyon.,The applause is loud after the presentation.
I-saot naton ang mazurka.,Let us dance the mazurka.
Nagapangita kami sang pisi para sa daku nga dampa.,We are looking for string/rope for the game.
Maayo ang uyog sang iya hawak.,The sway of her hips is good.
I-patingog ang trianggulo sa husto nga tion.,Sound the triangle at the right time.
Nagahampang kami sang bilyar sa kanto.,We are playing billiards at the corner.
Matahum ang kumpas sang maestro sa musika.,The conducting of the teacher in music is beautiful.
I-plastar ang mga pyesa sang chess.,Arrange the chess pieces.
Nagapanguna sia sa kontes sang pag-kanta.,He/she is leading in the singing contest.
Maayo ang tukar sang banda sa Pavia.,The playing of the band in Pavia is good.
I-saot naton ang rigodon de honor.,Let us dance the rigodon de honor.
Nagapamuhi kami sang bolpen para sa iskor.,We are gathering pens for the score.
Maayo ang koordinasyon sang aton mga kamot.,The coordination of our hands is good.
I-pabilin ang kakugi sa pag-ensayo.,Maintain diligence in practicing.
Nagapangayo kami sang giya sa aton manunudlo sang saot.,We ask for guidance from our dance teacher.
Maayo ang akustika sang sining awditoryum.,The acoustics of this auditorium are good.
I-saot naton ang kuratsa mayor.,Let us dance the kuratsa mayor.
Nagapamati kami sa ritmo sang mga kawayan.,We are listening to the rhythm of the bamboos.
Maayo ang impluwensya sang isports sa kabataan.,The influence of sports on the youth is good.
I-pabilin ang paghiliutod sa aton koponan.,Maintain brotherhood/unity in our team.
Nagapangita kami sang itutlo nga bag-o nga saot.,We are looking for a new dance to teach.
Maayo ang pagtratar sa mga bisita nga manunaut.,The treatment of the visiting dancers is good.
I-pabilin ang pagtoo nga magadaog kita.,Maintain the faith that we will win.
Nagapangita kami sang mapahuwayan pagkatapos sang hampang.,We are looking for a place to rest after the game.
I-saot naton ang habanera.,Let us dance the habanera.
Nagapamuhi kami sang tubig para sa mga atleta.,We are gathering water for the athletes.
Maayo ang resulta sang aton pag-ensayo.,The result of our practice is good.
I-pakita ang aton kultura sa mga estranyo.,Show our culture to the strangers.
Nagapangayo kami sang bendisyon antes ang kompetisyon.,We ask for a blessing before the competition.
Maayo ang organisasyon sang sining paliga.,The organization of this tournament is good.
I-saot naton ang surtido Ilonggo.,Let us dance the surtido Ilonggo.
Nagapangita kami sang suporta para sa aton sining.,We are looking for support for our arts.
Maayo ang pamatasan sang aton mga manugsaot.,The conduct of our dancers is good.
I-pabilin ang kaalam sa paghimo sang mga instrumento.,Maintain the wisdom in making instruments.
Nagapamati kami sa huni sang aton kinaiyahan.,We are listening to the sound of our nature.
Maayo ang disenyo sang aton mga bando.,The design of our banners is good.
I-saot naton ang polka sa nayon.,Let us dance the polka sa nayon.
Nagapangita kami sang kaayuhan sa pag-inupdanay.,We are looking for goodness in companionship.
Maayo ang impluwensya sang tradisyonal nga hampang.,The influence of traditional games is good.
I-pabilin ang paghiliutod sa tagsa ka eskulir.,Maintain brotherhood/unity in every student.
Nagapangayo kami sang grasya sa Ginuo sa aton kalingawan.,We ask for grace from the Lord in our recreation.
Maayo ang pagdumala sang aton mga malatiko sa sining.,The management of our elders in the arts is good.
I-pabilin ang paglaum sa aton kasingkasing.,Maintain hope in our hearts.
