Hiligaynon	English
Madamo sang kurbada ang dalan.	The road has many curves.
Malandog ang dalan kon naga-ulan.	The road is slippery when it rains.
Dal-a ang imo mapa kag kompas.	Bring your map and compass.
Sin-o ang drayber sang sining trak?	Who is the driver of this truck?
May lisensya ka bala sa pagmaneho?	Do you have a license to drive?
Ipakita ang imo ticket sa konduktor.	Show your ticket to the conductor.
San-o ang sunod nga biyahe?	When is the next trip?
Alas-dies sang aga ang lakat.	The departure is at ten in the morning.
Naguba ang makina sang amon de-motor.	Our motorized boat’s engine broke.
Kay-uha ang ruweda sang bisikleta.	Fix the wheel of the bicycle.
Pila ka litro nga gasolina ang kinahanglan?	How many liters of gasoline are needed?
Puno na ang tanan nga lingkuranan.	All the seats are already full.
Wala na sing lugar para sa bagahe.	There is no more room for luggage.
Ibutang ang imo bag sa idalom.	Put your bag underneath.
Hawid ka sing maayo sa kawayan.	Hold on tightly to the bamboo.
Indi ka mag-umpisog sa iban.	Do not crowd/push against others.
Matugnaw ang hangin sa bintana.	The wind from the window is cold.
Mainit gid ang byahe kon udto.	The trip is very hot at noon.
Diin ang pinakamalapit nga gasolinahan?	Where is the nearest gas station?
May bintana bala sa inyo barko?	Is there a window in your boat?
Madalom ang dagat sa sining binit.	The sea is deep on this side.
Mababaw lang ang tubig sa baybay.	The water at the shore is shallow.
Sunda lang ining banas pakadto sa uma.	Just follow this trail to the farm.
Nagtalang kami sa tunga sang kagulangan.	We got lost in the middle of the forest.
Pamangkuton naton ang tawo sa dalan.	Let's ask the person on the road.
Husto gid ang ginasiling sang mapa.	What the map says is exactly right.
Salamat sa pagtudlo sang dalan.	Thank you for showing the way.
Wala ina sing problema sa amon.	That is no problem for us.
Mag-andam kamo sa pagtabok.	Be careful in crossing.
Magpreno ka kon may naga-agi.	Brake if someone is passing.
Masanag ang mga suga sa dalan.	The street lights are bright.
Madulom ang eskinita sa likod.	The alleyway at the back is dark.
Pila ka kilometro ang distansya?	How many kilometers is the distance?
Isá ka oras ang lakat kon madasig.	It’s a one-hour walk if fast.
Kapoy na ang akon batiis sa lakat.	My calves are tired from walking.
Pahuway anay kita sa idalom sang puno.	Let’s rest for a while under the tree.
Inom ka sang tubig halin sa pitser.	Drink water from the pitcher.
Namit ang hangin diri sa ibabaw.	The air here at the top is pleasant.
Malipayon kami sa amon pag-abot.	We are happy upon our arrival.
Ari na kami sa amon padulungan.	We are now at our destination.
Diin mo ginbutang ang amon gamit?	Where did you put our things?
Isulod ang tanan sa bag-o nga sako.	Put everything inside the new sack.
Mabug-at ining karga nga asukar.	This load of sugar is heavy.
Magang-an lang ang akon maleta.	My suitcase is just light.
Kabay pa nga mangin maayo ang byahe.	I hope the trip will be good.
Amen, salamat sa imo pag-unong.	Amen, thank you for your company.
Mag-upod kita liwat sa masunod.	Let's go together again next time.
Pila ang ibayad ko sa imo?	How much should I pay you?
Husto na ang beinte pesos.	Twenty pesos is enough.
Ari ang akon plete sa dyip.	Here is my jeepney fare.
Batuna ining gamay nga sukli.	Accept this small change.
Salamat gid sa husto nga pag-isip.	Thank you very much for the correct counting.
Mag-andam ka pirme sa imo lakat.	Always be careful on your way.
Dal-a ang imo kapúti basi mag-ulan.	Bring your raincoat in case it rains.
Daw magal-um na ang langit.	The sky is starting to get cloudy.
Mapuli na kita antes mag-gab-i.	Let’s go home before it gets dark.
Malayo pa ang lalakton pakadto sa balay.	The walk to the house is still far.
Dasiga ang imo lakat subong.	Quicken your pace now.
Ari na ang pultahan sang amon ugsaran.	Here is the gate of our yard.
Buksi ang kudal para sa karusa.	Open the fence for the cart.
Malipayon kami kay nakauli na kami.	We are happy because we are home.
Magpahuway kita sing maayo subong.	Let’s rest well now.
Maayong gab-i sa inyo tanan.	Good night to you all.
Bugtaw kita bwas sa kasanagon.	We will wake up at dawn tomorrow.
Mag-obra kita para sa aton pamilya.	Let’s work for our family.
Ang ihibalo amo ang aton giya.	Knowledge is our guide.
Maayo gid ang aton palaabuton.	Our future is very good.
Indi mag-untat sa pagpanakayon.	Do not stop journeying.
Masanag ang aton padulungan bwas.	Our destination tomorrow is bright.
Ginasiling ko sa imo ang kamatuoran.	I am telling you the truth.
Magpati ka sa akon mga hambal.	Believe in my words.
Indi gid ako magbutig sa imo.	I will never lie to you.
Ambot kon san-o pa kita magbalik.	I don't know when we will return.
Sin-o ang kaupod mo sa biyahe?	Who was your companion on the trip?
Ako lang isa ang nagbiyahe diri.	I was the only one who traveled here.
Pasayluha ako kon nadugayan ako.	Forgive me if I was delayed.
Hu-o, maayo man ang tanan.	Yes, everything is fine.
Salamat sa inyo daku nga pasensya.	Thank you for your great patience.
Kabay pa nga mangin hilway kita.	I hope we will be free/safe.
Paalam na sa inyo subong.	Farewell to you for now.
Tubtob sa liwat naton nga pagkitaay.	Until our next meeting.
Mag-andam kamo sa inyo lakat.	Be careful on your way.
Amen, Dios mag-upod sa aton.	Amen, God be with us.
