en	hil
I brought the letter home.	Gindala ko ang sulat pauli sa balay.
"""In fact, the health problems of millions of Americans are directly related to our failure to follow doctors' orders."""	"""Sa pagkamatuod, ang mga problema sa ikaayong lawas sang minilyon ka mga Amerikano direkta nga may kaangtanan sa aton kapaslawan sa pagsunod sa mga mando sang mga doktor."""
There is a lot of potential to train and employ young people in the sector.	May daku nga potensyal sa paghanas kag pag-empleyo sang mga pamatan-on sa sektor.
"""When a person speaks sweetly, behaves politely, and expresses a generous feeling of charitableness, one feels that the person is cultured or civilised."""	"""Kon ang isa ka tawo nagahambal sing matam-is, nagagawi sing matinahuron, kag nagapabutyag sing maalwan nga balatyagon sang pagkamaluluy-on, ang isa nagabatyag nga ang tawo may kultura ukon sibilisado."""
So how do we move forward past this debilitating economic system that we have had now for so many centuries?	Gani paano kita makaabante sa sining makapaluya nga sistema sang ekonomiya nga yara sa aton karon sa sulod sang madamo nga mga siglo?
"""Carrying just under 2600 kg (5700 lbs) of science experiments, ISS hardware, and replenishable goods, CRS-16 will be the fifth time SpaceX has reused a Cargo Dragon capsule that has already been to orbit, with this particular capsule having launched in February and reentered in March of 2017."""	"""Nagadala sang wala pa 2600 kg (5700 lbs) sang mga eksperimento sa siyensya, hardware sang ISS, kag mga butang nga sarang mapuno, ang CRS-16 mangin ikalima nga tion nga ang SpaceX naggamit liwat sang isa ka kapsula sang Cargo Dragon nga naka-orbit na, nga ini nga partikular nga kapsula ginlunsar sang Pebrero kag nagsulod liwat sang Marso sang 2017."""
The building of houses using fired clay bricks and brick making technologies constitute a recent adaptation in the county.	Ang pagtukod sang mga balay gamit ang ginsunog nga mga tisa nga daga kag mga teknolohiya sa paghimo sang tisa nagabug-os sang isa ka bag-o nga pagpasibu sa county.
We value children for who they are.	Ginapabaloran namon ang mga kabataan kon sin-o sila.
"""Before being shoved aside in the 1970s by the more politically attractive federal statute law, common law made it clear that no polluter had the right to impose unwanted costs on the owners of private property."""	"""Antes gin-isol sang dekada 1970 sang mas makagalanyat sa politika nga pederal nga kasuguan, ang kinaandan nga kasuguan nagpaathag nga wala sing polluter ang may kinamatarong sa pagpatuman sang indi luyag nga mga gasto sa mga tag-iya sang pribado nga propiedad."""
"""The crew will complete a few reconfiguration tasks to put the Soyuz in a Free Flight mode before settling in for one and a half orbits that will allow the Soyuz to move away from ISS, increasing the gap to around 12 Kilometers."""	"""Ang mga tripulante magatapos sang pila ka mga buluhaton sa pag-reconfigure sa pagbutang sang Soyuz sa isa ka Free Flight mode antes mag-settle sa isa kag tunga ka orbit nga magatugot sa Soyuz nga magpalayo sa ISS, nga magadugang sang kal-ang sa mga 12 Kilometers."""
"""Inhofe's proposal, Sequestration Prevention Act of 2012 (S.3473), repeals the sequestration established by the Budget Control Act of 2011 and offers a long-term solution that proposes to offset the cost of $61.2 billion over 10 years."""	"""Ang proposal ni Inhofe, Sequestration Prevention Act of 2012 (S.3473), nagadula sang sequestration nga gintukod sang Budget Control Act of 2011 kag nagatanyag sang isa ka malawig nga solusyon nga nagaduso sa pag-offset sang gasto nga $61.2 bilyones sa sulod sang 10 ka tuig."""
"""The footprints, made by warriors and their families, appear along a major trail in use at the time."""	"""Ang mga tunob, nga ginhimo sang mga hangaway kag sang ila mga pamilya, makita sa isa ka mayor nga banas nga ginagamit sadto nga tion."""
"""A Brief Introduction To OpenFlow, November 14, 2011 OpenFlow is a specification now managed by the Open Networking Foundation, which defines the functions and protocols used to centrally manage switches via a centralized controller."""	"""Isa ka Malip-ot nga Introduksyon Sa OpenFlow, Nobyembre 14, 2011 Ang OpenFlow isa ka espesipikasyon nga ginadumalahan karon sang Open Networking Foundation, nga nagahatag kahulugan sang mga function kag mga protocol nga ginagamit sa pagdumala sang mga switch paagi sa isa ka sentralisado nga controller."""
These engines also utilize a catalyzed exhaust filter that contains a diesel oxidation catalyst (DOC) and a diesel particulate filter (DPF).	Ini nga mga makina nagagamit man sang catalyzed exhaust filter nga nagaunod sang diesel oxidation catalyst (DOC) kag diesel particulate filter (DPF).
Tackle urgent tasks first.	Himua anay ang dinalian nga mga hilikuton.
"""This makes action indecisive, wavering, wanting to please rather than impose its will."""	"""Ginahimo sini ang aksyon nga indi makapamat-od, nagaduhaduha, luyag magpahamuot sa baylo nga ipatuman ang iya kabubut-on."""
A well-known thought experiment begins with a single, deceptively simple choice. the bus driver navigated the rail timetable despite engineering works.	Ang isa ka kilala nga eksperimento sa panghunahuna nagasugod sa isa ka, malimbungon nga simple nga pagpili. ang drayber sang bus nag-navigate sa timetable sang tren walay sapayan sang mga buluhaton sa enhinyero.
"""Increasing the axial length of the generators, while maintaining the diameter to be less than approximately 4.14.3 meters, alleviates the land-based transportation issue, but results in complex and costly frame structures with long axial extents."""	"""Ang pagdugang sang axial nga kalabaon sang mga generator, samtang ginahuptan ang diametro nga mas manubo sa ginabanta nga 4.14.3 metros, nagapahaganhagan sang isyu sa transportasyon nga nakabase sa duta, apang nagaresulta sa komplikado kag mahal nga mga istruktura sang frame nga may malaba nga mga axial extents."""
The ordinance in Pavia prohibits (sets) a curfew for minors.	"Ang ordinansa sa Pavia naga-dumili sang ""Curfew"" para sa mga menor."
"""Additionally, the total length of unprogrammed local and global signal interconnections is preferably minimized (for a given graph of connections between the cells)."""	"""Dugang pa, ang kabug-usan nga kalabaon sang wala maprograma nga lokal kag pangkalibutanon nga mga interkoneksyon sang signal mas maayo nga mapagamay (para sa ginhatag nga graph sang mga koneksyon sa tunga sang mga selula)."""
After some thought, the revisionist historian analysed the economic conditions of the period using newly declassified documents.	Pagkatapos sang pila ka panghunahuna, gin-analisar sang rebisyonista nga istoryador ang mga kahimtangan sa ekonomiya sadto nga panahon gamit ang bag-o nga gin-declassify nga mga dokumento.
"""Common Sense lived by simple, sound financial policies (don't spend more than you can earn) and reliable strategies (adults, not children, are in charge)."""	"""Ang Common Sense nagakabuhi paagi sa simple, maayo nga mga polisa sa pinansyal (indi maggasto sing sobra sa imo makuha) kag masaligan nga mga estratehiya (ang mga adulto, indi ang mga kabataan, amo ang nagadumala)."""
"""Wisdom and discernment, then, are character traits that, like the moon, can wax and wane."""	"""Ang kaalam kag paghantop, nian, mga kinaiya nga, kaangay sang bulan, mahimo mag-usmod kag mag-usmod."""
Let's say someone passed you a bowl of mashed potatoes at Thanksgiving.	Ibutang ta nga may naghatag sa imo sang isa ka yahong sang ginmasa nga patatas sa Thanksgiving.
"""The cap and trade program in Shenzhen will not immediately lead to a big cut in China's greenhouse gas emissions, and plans for a nationwide rollout could be undermined by a slowdown in the economy."""	"""Ang programa sa cap and trade sa Shenzhen indi gilayon magdul-ong sa daku nga pagbuhin sa greenhouse gas emissions sang China, kag ang mga plano para sa isa ka pungsodnon nga paglunsar mahimo nga maguba sang paghinay sang ekonomiya."""
"""The curriculum is organized as a self-paced lab, and takes between 4-6 hours to complete."""	"""Ang kurikulum gin-organisar bilang isa ka self-paced lab, kag nagakuha sang 4-6 ka oras agud matapos."""
He said it is also possible that earthquakes are natural.	Posible man suno sa iya nga natural ang mga linog.
After some thought, she recorded a handmade piece of furniture over several weekends.	Pagkatapos sang pila ka paghunahuna, nagrekord sia sang isa ka hinimo-sa-kamot nga muwebles sa sulod sang pila ka talipuspusan sang semana.
Vitamin K is an important vitamin that plays a central role in many aspects of health.	Ang bitamina K isa ka importante nga bitamina nga may importante nga papel sa madamo nga aspeto sang ikaayong lawas.
Mold and mildew growing in the air conditioner can cause it to develop a musty smell.	Ang agup-op kag agup-op nga nagatubo sa air conditioner mahimo nga mangin kabangdanan sang pag-uswag sini nga baho.
Thank you for noticing-and for being a valued user.	Salamat sa pagtalupangod-kag sa pag-angkon sang isa ka ginapabaloran nga user.
Specific devisee: A person or entity named to receive specific real property (real estate) under a will.	Partikular nga devisee: Isa ka tawo ukon entidad nga ginhingadlan sa pagbaton sang partikular nga propiedad (real estate) sa idalom sang isa ka testamento.
Equally important, a first-year student evaluated the literary critique.	Pareho ka importante, ang isa ka estudyante sa una nga tuig nag-ebalwar sang kritika sa literatura.
Well the dinosaur itself was called a Quetzalcoatlus or quetzal for short.	Ti ang dinosaur mismo gintawag nga Quetzalcoatlus ukon quetzal sa malip-ot.
"""In the early 1900's, when one wave of these pogroms was sweeping Eastern Europe, my grandfathers fled their homes."""	"""Sang maaga nga bahin sang katuigan 1900, sang ang isa ka balod sining mga pogrom nagalapta sa Sidlangan nga Europa, ang akon mga lolo nagpalagyo sa ila mga puluy-an."""
That proactive, courageous step will significantly accelerate your growth, confidence, and fluency.	Ina nga aktibo, maisog nga tikang magapadasig sing daku sang imo pagtubo, pagsalig, kag pagkasampaton.
"""As a rich man is likely to be a better customer to the industrious people in his neighbourhood, than a poor, so is likewise a rich nation."""	"""Subong nga ang isa ka manggaranon nga tawo mahimo nga mangin mas maayo nga kustomer sa mga mapisan nga mga tawo sa iya kasilingan, sangsa isa ka imol, amo man ang isa ka manggaranon nga pungsod."""
"""With the proliferation of international organizations over the last century, they have in some cases been recognized as relevant parties as well."""	"""Sa pagdamo sang mga internasyonal nga organisasyon sang nagligad nga siglo, sa pila ka mga kaso ginkilala man sila nga may kaangtanan nga mga partido."""
"""Helpless and hopeless, he would have died in that sinful state, had Christ not chosen to intervene (John 5:7)."""	"""Wala sing mahimo kag wala sing paglaum, napatay sia kuntani sa sina nga makasasala nga kahimtangan, kon wala ginpili ni Cristo nga magpasilabot (Juan 5:7)."""
"""Trump's choice to replace Kennedy - a swing vote on the nine-member court - has the potential to remake the court for a generation as part of precedent-shattering decisions on abortion, health care, gay marriage and other issues."""	"""Ang pagpili ni Trump nga islan si Kennedy - isa ka swing vote sa siyam ka katapo nga korte - may potensyal nga himuon liwat ang korte sa isa ka henerasyon bilang kabahin sang mga desisyon nga nagaguba sang precedent sa aborsyon, pag-atipan sa ikaayong lawas, pag-asawahay sang mga homoseksuwal kag iban pa nga mga isyu."""
"""If the claim is causal (i.e., about impact), what is the counterfactual: How do we know what would have happened otherwise?"""	"""Kon ang pag-angkon amo ang kabangdanan (i.e., nahanungod sa epekto), ano ang kontra-matuod: Paano naton mahibaluan kon ano ang natabo kon indi?"""
"""It is a charity that raises funds to support children affected by genetic disorders, of which about 6000 exist."""	"""Isa ini ka charity nga nagatipon sang pundo para suportahan ang mga kabataan nga apektado sang mga genetic disorders, nga mga 6000 ang nagaluntad."""
The Department of Energy has awarded Florida $30.4 million from the American Recovery and Reinvestment Act to support clean energy projects across the state.	Ang Department of Energy naghatag sa Florida sang $30.4 milyones gikan sa American Recovery and Reinvestment Act agud suportahan ang mga proyekto sa matinlo nga enerhiya sa bug-os nga estado.
"""Finally, make sure you track IP addresses of both those users who successfully login and those who don't."""	"""Sa katapusan, siguraduhon nga ginasubaybayan mo ang mga IP address sang mga user nga madinalag-on nga nag-login kag sang mga wala."""
"""Formed in Hertford, England in 1968, Deep Purple are widely considered, alongside Led Zeppelin and Black Sabbath, as pioneers of heavy metal and modern rock."""	"""Gintukod sa Hertford, England sang 1968, ang Deep Purple ginakabig sang madamo, upod sa Led Zeppelin kag Black Sabbath, bilang mga pionero sang heavy metal kag moderno nga rock."""
A level of 10 mg/L has consistently been shown to be the most reliable cut-off to indicate sepsis.	Ang lebel sang 10 mg/L ang dalayon nga ginapakita nga amo ang pinakamasaligan nga cut-off sa pagpakita sang sepsis.
The water was boiled before the coffee was poured.	Gin-pa-bukal (Pabukal) ang tubig antes gin-yabo ang kape.
"""His writings expound traditional Vedanta philosophy and western idealism, affirming the ultimate unity of moral and religious beliefs within their apparent differences."""	"""Ang iya mga sinulatan nagapaathag sang tradisyonal nga pilosopiya sang Vedanta kag sang nakatundan nga idealismo, nga nagapamatuod sang katapusan nga paghiusa sang moral kag relihiyoso nga mga pagpati sa sulod sang ila maathag nga mga kinatuhayan."""
After some thought, the curriculum committee conducted a systematic review of the socioeconomic determinants of educational attainment gaps to address persistent attainment gaps along socioeconomic lines.	Pagkatapos sang pila ka panghunahuna, ang komite sang kurikulum nagpatigayon sang sistematiko nga pagrepaso sang mga sosyo-ekonomiko nga mga determinante sang mga kal-ang sa pag-angkon sang edukasyon agud masabat ang nagapadayon nga mga kal-ang sa pag-angkon sa sosyo-ekonomiko nga mga linya.
Vending machines have replaced manual labour in all these places.	Ang mga vending machine nagbulos sa manual labor sa tanan nga mga lugar.
The force of attraction of two electrically charged objects varies inversely with the square of the distance.	Ang puwersa sang pagganyat sang duha ka butang nga may kuryente nagalainlain sing baliskad sa kuwadrado sang kalayuon.
"""In the president's fiscal year 2020 budget proposal, the Air Force is asking to purchase eight Boeing built F-15EX fighter jets."""	"""Sa budget proposal sang presidente sa tuig piskal 2020, ang Air Force nagapangabay nga magbakal sang walo ka F-15EX fighter jets nga ginhimo sang Boeing."""
"""The over-consumption of juices can result in high risk for diabetes, kidney problems, and dental problems."""	"""Ang sobra nga pag-inom sang mga duga mahimo magresulta sa mataas nga risgo para sa diabetes, mga problema sa bato, kag mga problema sa ngipon."""
What is a TV news story called?	Ano ang tawag sa balita sa TV?
"""The city council employed John Frederic Bateman, an experienced engineer, to design a water supply."""	"""Ang konseho sang siudad nag-empleyo kay John Frederic Bateman, isa ka eksperyensyado nga enhinyero, sa pagdesinyo sang suplay sang tubig."""
"""Systema Mycologicum (1821-32), 3 vols, ."""	"""Systema Mycologicum (1821-32), 3 vols, ."""
Urban planners planted the beach, by contrast the family enjoyed a coffee.	Ang mga urban planners nagtanom sang baybayon, sa kabaliskaran ang pamilya nalipay sa isa ka kape.
Some psychologists work independently while others work as part of a healthcare team.	Ang iban nga mga sikologo nagatrabaho sing independiente samtang ang iban nagatrabaho subong bahin sang isa ka grupo sang pag-atipan sa panglawas.
The purpose of this paper is to review the recent observations of ammonia sorption (or trapping) by biochar and what this could mean for the agricultural use of this material.	Ang katuyuan sini nga papel amo ang pagrepaso sang mga bag-o nga obserbasyon sang ammonia sorption (ukon pag-trap) sang biochar kag kon ano ang mahimo nga kahulugan sini para sa paggamit sa agrikultura sini nga materyal.
Did they think of it as a weapon or as a form of justification for mass murder?	Ginhunahuna bala nila ini subong isa ka hinganiban ukon subong isa ka sahi sang katarungan para sa madamo nga pagpatay?
"""Hence, when God refuses to answer a prayer immediately, he allows us the opportunity to grow in charity through persevering in prayer - in this manner we merit the answer to our prayers."""	"""Gani, kon ang Dios magdumili sa pagsabat gilayon sang isa ka pangamuyo, ginatugutan niya kita sang kahigayunan nga magtubo sa gugma nga putli paagi sa pagpadayon sa pangamuyo - sa sini nga paagi takus naton ang sabat sa aton mga pangamuyo."""
So why is this the topic in therapy today?	Gani ngaa amo ini ang topiko sa therapy subong?
"""The impactor, as its name suggests, would crash at high speed into the asteroid with the same purpose."""	"""Ang impactor, suno sa iya ngalan, magatupa sa madasig nga kadasigon sa asteroid nga may amo man nga katuyuan."""
"""Once a cyber attack has occurred, you need to have a policy in place to immediately begin recovery."""	"""Kon ang isa ka pag-atake sa cyber natabo, kinahanglan nga may yara ka sang isa ka polisa sa lugar agud gilayon nga makasugod sang pag-ayo."""
How do you return sorted elements?	Paano mo ginabalik ang mga gin-sort nga mga elemento?
There was a stillness to the air that felt oddly purposeful. the whole group laughed really happy on the first day of school.	May yara sang kalinong sa kahanginan nga daw makatilingala nga may katuyuan. ang bug-os nga grupo nagkadlaw sing malipayon gid sa una nga adlaw sang pag-eskwela.
Community leaders have urged action following the young woman smiled quite proud on the first day of school.	Ang mga lideres sang komunidad naghingyo sang aksyon pagkatapos nga ang dalagita nagyuhum sing bugalon sa una nga adlaw sang eskwelahan.
The Court's ruling both creates important Fourth Amendment law and illustrates some important facts about the personnel on the Court.	Ang desisyon sang Korte pareho nga nagahimo sang importante nga kasuguan sang Ikaapat nga Pag-amyenda kag nagalaragway sang pila ka importante nga mga kamatuoran nahanungod sa mga tinawo sa Korte.
Paddling: Throwing the front feet outward as they are picked up; most common in toe-narrow or pigeon-toed horses.	Pagbugsay: Paghaboy sang mga tiil sa unahan pa gwa samtang ginakuha ini; labing kinaandan sa mga kabayo nga may tiil nga makitid ukon salampati.
"""For more than 160 years, Siemens has built a reputation for leading-edge innovation and the quality of its products, services and solutions."""	"""Sa sulod sang kapin sa 160 ka tuig, ang Siemens nakatukod sang reputasyon para sa nagapanguna nga kabag-ohan kag ang kalidad sang iya mga produkto, serbisyo kag mga solusyon."""
"""When a Sem Terra needs to know how to calculate an area in order to measure the land where his agro-villa will be settled, or when he needs to study geography to best choose the place for an occupation, this knowledge will certainly have more human and social density for him."""	"""Kon ang isa ka Sem Terra kinahanglan nga makahibalo kon paano makalkulo ang isa ka lugar agud matakus ang duta sa diin ang iya agro-villa pagapuy-an, ukon kon kinahanglan niya nga magtuon sang geograpiya agud mapili ang pinakamaayo nga lugar para sa isa ka trabaho, ini nga ihibalo pat-od gid nga may mas madamo nga tawhanon kag sosyal nga densidad para sa iya."""
"""But Iran announced on Tuesday that it was loading domestically produced, 20-percent enriched uranium fuel into the reactor, and the Iranian official in Baghdad was dismissive of reviving the idea of a swap."""	"""Apang gin-anunsyo sang Iran sang Martes nga ginakarga sini ang ginhimo sa pungsod, 20-porsyento nga ginpauswag nga uranium nga gatong sa reaktor, kag ang opisyal sang Iran sa Baghdad wala nagasapak sa pagbuhi liwat sang ideya sang pagbayluhanay."""
"""Current assessment protocols are labor intensive, time consuming, and costly."""	"""Ang mga protocol sa pag-usisa subong nagakinahanglan sing madamo nga trabaho, nagaubos sing tion, kag mahal."""
"""In August 2011, Housing Works was one of six NYC health centers awarded a Human Resource & Service Administration (HRSA) grant as a New Access Point to provide comprehensive primary care services to the general community, specifically targeting the homeless community."""	"""Sang Agosto 2011, ang Housing Works isa sa anom ka mga sentro sang ikaayong lawas sa NYC nga ginhatagan sang Human Resource & Service Administration (HRSA) grant bilang isa ka Bag-o nga Access Point sa paghatag sang komprehensibo nga mga serbisyo sa panguna nga pag-atipan sa pangkabilugan nga komunidad, ilabi na nga nagapuntirya sa komunidad sang mga wala sing puluy-an."""
"""Though perhaps not the originator of the practice, the emperor Nero appears to have been the first Roman emperor to marry a male."""	"""Bisan pa nga ayhan indi ang nagtuga sang buhat, ang emperador nga si Nero daw amo ang una nga emperador sang Roma nga nagpangasawa sang isa ka lalaki."""
"""Our common agreement that all people are equal, no matter what color, religion or gender, must become a reality.''"""	"""Ang aton kinaandan nga kasugtanan nga ang tanan nga mga tawo patas, bisan ano man ang duag, relihiyon ukon sekso, dapat mangin isa ka realidad."""
A central question in genetics and evolution is the extent to which the outcomes of mutations change depending on the genetic context in which they occur 1-3 .	Ang isa ka sentro nga pamangkot sa genetika kag ebolusyon amo ang kasangkaron kon diin ang mga resulta sang mga mutasyon nagabag-o depende sa genetiko nga konteksto sa diin ini nagakatabo 1-3 .
This verse tells us that before we finish our prayer God hears us.He answers before we get our prayer finished.In Matthew 6:8 our heavenly Father knows what we need before we ask Him.The Bible suggests we go to an area or a room in-other-words off by ourselves and just talk to Him in private.Some people repeat words of a prayer over and over.Our Father knows our need and He hears as prayers go to Him.Have you ever asked yourself what prayer is?	Ini nga bersikulo nagasugid sa aton nga antes naton matapos ang aton pangamuyo ang Dios nagapamati sa aton. Nagasabat Sia antes naton matapos ang aton pangamuyo. Sa Mateo 6:8 ang aton langitnon nga Amay nakahibalo kon ano ang aton kinahanglanon antes naton pangayuon sa Iya. Ang Biblia nagapanugda nga magkadto kita sa isa ka lugar ukon isa ka hulot sa iban nga mga pulong nga kita lang kag makighambal sa Iya sa pribado. Ang iban nga mga tawo nagasulit sang mga pulong sang pangamuyo sang isa ka Amay nga sobra kag ang aton Amay nakahibalo. Nagapamati Sia kon ang mga pangamuyo nagakadto sa Iya. Napamangkot mo na bala ang imo kaugalingon kon ano ang pangamuyo?
There was something about the texture of the morning that felt different. a patient advocate opened up about a period of burnout after months of working through the underlying issues.	May yara sang isa ka butang sa texture sang aga nga daw lain. ang isa ka manugsakdag sang pasyente nagbukas nahanungod sa isa ka panahon sang pagkaubos pagkatapos sang pila ka bulan nga pagtrabaho sa mga nagapaidalom nga mga isyu.
Above all, we processed the underlying psychological dimensions of the emotional labour involved in caregiving roles.	Labaw sa tanan, ginproseso namon ang nagapaidalom nga sikolohikal nga mga dimensyon sang emosyonal nga pagpangabudlay nga nadalahig sa mga papel sa pag-atipan.
"""In fact, the conditions in the country are perfect for growing grapes, but reasons such as money, inexperience and apathy have kept the area from becoming a world-recognized wine region."""	"""Sa pagkamatuod, ang mga kondisyon sa pungsod himpit para sa pagpatubo sang mga ubas, apang ang mga rason pareho sang kuwarta, pagkawalay eksperyensya kag pagkawalay hinalung-ong nagpugong sa lugar nga mangin isa ka ginakilala sa kalibutan nga rehiyon sang alak."""
Relative to the global average, the museum curator interrogated the archival silences surrounding the gendered dimensions of wartime labour mobilisation within the framework of comparative global history.	Kon ipaanggid sa pangkalibutanon nga average, ang curator sang museo nag-usisa sang mga kahipos sa archive nga nagapalibot sa gendered nga mga dimensyon sang paghulag sang mga mamumugon sa tion sang inaway sa sulod sang gambalay sang pagkumparar sang pangkalibutanon nga maragtas.
Thanks for keeping purpose at the center.	Salamat sa paghupot sang katuyuan sa sentro.
I love going for a walk in the park with some music.	Nanamian ako maglagaw sa parke nga may musika.
"""One notable outcome from the conference was preliminary results from the Diabetes Prevention Trial (DPT-1), which found that giving small amounts of injected insulin to kids at risk of developing type 1 does not prevent the disease."""	"""Ang isa ka talalupangdon nga resulta gikan sa komperensya amo ang una nga mga resulta gikan sa Diabetes Prevention Trial (DPT-1), nga nasapwan nga ang paghatag sang diutay nga kadamuon sang gin-inject nga insulin sa mga kabataan nga may katalagman nga mag-angkon sang type 1 wala nagapugong sang balatian."""
"""When the class guesses the word, take the flashcard off the board."""	"""Kon ang klase makatag-an sang tinaga, kuhaa ang flashcard sa pisara."""
"""Between 1945 and 2004, in the United States, Riegert life expectancy was at its lowest point in 1956, and highest in 1982."""	"""Sa tunga sang 1945 kag 2004, sa Estados Unidos, ang paglaum sa kabuhi ni Riegert yara sa pinakamanubo nga punto sang 1956, kag pinakamataas sang 1982."""
"""Aiming the beam becomes much more difficult if, like SMART-1, the spacecraft is far away and moving rapidly."""	"""Ang pagpuntirya sa sinag mangin mas mabudlay kon, pareho sang SMART-1, ang salakyan sa kahawaan malayo kag madasig nga nagahulag."""
Just as we observed earlier, a lost traveller found the pharmacy using a map.	Subong sang aton naobserbahan kaina, ang isa ka nadula nga manuglakbay nakakita sang botika paagi sa paggamit sing mapa.
"""Hunger-strikes and self-harm continue, taking people to the very edge of life, because they feel that they have no other voice."""	"""Ang mga welga sa gutom kag paghalit sa kaugalingon nagapadayon, nga nagadala sa mga tawo sa pinakamataas nga bahin sang kabuhi, bangod ginabatyag nila nga wala na sila sing iban nga tingog."""
The hope is to drive the cancer into deep remission within four to six weeks.	Ang paglaum amo nga madala ang kanser sa madalom nga pag-ayo sa sulod sang apat tubtob anom ka semana.
"""In this case, only 4.14 tons of refrigeration would be required instead of 5.65."""	"""Sa sini nga kaso, 4.14 ka tonelada lamang sang pagpabugnaw ang kinahanglanon sa baylo nga 5.65."""
"The DA is investigating the ""brown planthopper"" pest."	"Nagapang-imbestigar ang DA sa peste nga ""brown planthopper""."
Presently undergoing projects are the development of good hand hygiene practices in the hospital (local) and the dissemination of best available evidence in health care (national).	Ang mga proyekto nga ginahimo subong amo ang paghimo sang maayo nga mga buhat sa katinlo sang kamot sa ospital (lokal) kag ang pagpalapnag sang pinakamaayo nga magamit nga ebidensya sa pag-atipan sa ikaayong lawas (nasyonal).
How might you tell if what you see is really what you get?	Paano mo mahibaluan kon ang imo makita amo gid ang imo makuha?
"""We study the relationship between babble and early words, and the shaping of a child's knowledge of the sound system of the language they are learning."""	"""Ginatun-an namon ang kaangtanan sa tunga sang babble kag una nga mga tinaga, kag ang pagporma sang ihibalo sang isa ka bata sa sistema sang tunog sang lenguahe nga ila ginatun-an."""
Dr. Kunz (as he liked to be called) had launched his career in 1876 when he sold a spectacular tourmaline to Charles Lewis Tiffany.	Si Dr. Kunz (subong sang luyag niya tawgon) nagsugod sang iya karera sang 1876 sang ginbaligya niya ang isa ka makahalawhaw nga tourmaline kay Charles Lewis Tiffany.
People who suffer from celiac disease or wheat allergy need to switch to a gluten-free diet.	Ang mga tawo nga nagaantos sang celiac disease ukon alerdyi sa trigo kinahanglan magsaylo sa isa ka gluten-free nga pagkaon.
He extended a formal welcome to a distinguished guest with appropriate formality as soon as the outcome was mindful of cross-cultural differences in greeting customs.	Naghatag sia sing pormal nga pag-abiabi sa isa ka dungganon nga bisita nga may nagakaigo nga pormalidad sa gilayon nga ang resulta nahunahuna ang mga kinatuhayan sa tunga sang mga kultura sa mga kinabatasan sa pagtamyaw.
A person with a disability comes to PACE and is evaluated and counseled to determine talents and career goals.	Ang isa ka tawo nga may kasablagan nagakadto sa PACE kag gina-ebalwar kag ginalaygayan agud mahibaluan ang mga talento kag mga katuyuan sa karera.
Essay produces children to comprehend the theme on the it is intended to be published anything that could be the field.	Ang essay nagapatubas sa mga kabataan nga mahangpan ang tema sa ini gintuyo nga ibalhag ang bisan ano nga mahimo nga patag.
A home purchase is one of the largest financial investments most Americans will make.	Ang pagbakal sang balay isa sa pinakadaku nga pinansyal nga pamuhunan nga himuon sang kalabanan nga mga Amerikano.
Does anyone know an 8 words sentence using the 8 parts of speech that makes sense?	May nakahibalo bala sang 8 ka tinaga nga dinalan nga nagagamit sang 8 ka bahin sang paghambal nga may kahulugan?
You can find some of these exercises outlined in yoga manuals.	Makita mo ang pila sining mga ehersisyo nga ginbalay sa mga manwal sang yoga.
In many cases, the prosecutor applied the proportionality test to the extraterritorial application of domestic data protection law applying a purposive approach to statutory interpretation.	Sa madamo nga mga kaso, ang piskal nag-aplikar sang proporsyonalidad nga pagtilaw sa ekstraterritoryal nga aplikasyon sang domestic data protection law nga naga-aplikar sang isa ka purposive nga pamaagi sa statutory interpretation.
Listen to your body's feedback.	Pamatii ang feedback sang imo lawas.
"""Faced with a science-averse president-elect, local communities have no choice but to fend for themselves in the fight against climate change."""	"""Nagaatubang sa isa ka presidente-elect nga wala nagasapak sa siyensya, ang mga lokal nga komunidad wala sing mahimo kundi mag-amlig para sa ila kaugalingon sa pagpakig-away batok sa pagbag-o sang klima."""
Why do we need oxygen to breathe?	Ngaa kinahanglan naton ang oksiheno sa pagginhawa?
Is this item in stock?	May stock bala ini nga butang?
"""Composition is the art of placing objects in a pleasing way that leads the eye around the image to the focal point, to focus on what you want them to see."""	"""Ang komposisyon amo ang arte sang pagbutang sang mga butang sa isa ka makalilipay nga paagi nga nagadul-ong sa mata sa palibot sang laragway pakadto sa sentro, sa pagkonsentrar sa kon ano ang luyag mo nga makita nila."""
Stepping back, the intern attended the presentation.	Nag-atras, ang intern nagtambong sa presentasyon.
Education - schools and universities.	Edukasyon - mga eskwelahan kag unibersidad.
"""But as in so many cases today, the complaint of one person infringes on the rights of others, whose rights are not even considered."""	"""Apang pareho sa madamo nga mga kaso karon, ang reklamo sang isa ka tawo nagalapas sa mga kinamatarong sang iban, nga ang ila mga kinamatarong wala gani ginabinagbinag."""
The council followed up with an ordinance in 1986 that prohibited the owners of apartment buildings from converting rental units without obtaining conditional-use permits from the city.	Ang konseho nagsunod sa isa ka ordinansa sang 1986 nga nagadumili sa mga tag-iya sang mga apartment building sa pagbaylo sang mga yunit nga ginaarkilahan nga wala nagakuha sang mga permiso sa paggamit sang kondisyon gikan sa siudad.
To put it simply, the hr team cross-functionally aligned the enterprise-wide change management strategy.	Sa simple nga hambal, ang hr team nag-align sang cross-functionally sang estratehiya sa pagdumala sang pagbag-o sa bug-os nga negosyo.
It is endemic to Chile where it nests in the Juan Fernndez Islands (including Masatierra) and Desventuradas Islands.	Ini endemic sa Chile sa diin nagasalag ini sa Juan Fernndez Islands (lakip ang Masatierra) kag Desventuradas Islands.
