Kulang sang lima ka sentábos ang akon kwarta.,My money is short by five centavos.
Kulang sang lima ka sentimós ang akon kwarta.,My money is short by five centavos.
Septyémbre n September.,
Nag-inom sila sang bugnaw nga serbésa kagab-i.,They drank cold beer last night.
Nagsérbi silá sang ilímnun.,They served some drinks.
Punas sang imo baba gamit ang serbilyéta.,Wipe your mouth using the table napkin.
Matahum ang seremónya sang ila kasal.,Their wedding ceremony was beautiful.
Ma-likit ang aton seréno sa pagbantay sang opisina.,Our watchman is diligent in guarding the office.
Si Pédro sya.,He is Pedro.
Gingamit sang mangingisda ang iya sibát.,The fisherman used his spear.
Trapuhi ang bata sang sibín para mag-nubo ang hilanat.,Wipe the child with a wash cloth to lower the fever.
Gamita ang sibít para indi mahulog ang pilo sang tela.,Use a straight pin so the fold of the cloth won't fall.
Madamo sang síbu ang makina sang salakyan.,The car engine has a lot of grease.
Síbu’ ang nabilin nga kwarta sa iya pitaka.,There is nothing left in his purse.
Utda ang sibúyas para sa aton gina-luto.,Cut the onion for what we are cooking.
Nagsíkad ang íla Nánay sa ka’ákig.,Their mother kicked her foot with anger.
Ang sikréta ang naga-imbestigar sang krimen.,The detective is investigating the crime.
Nasaligan niya ang iya síku sa pirtahan.,He hit his elbow on the door.
Ginsikúp ku ang uláng.,I caught the lobster.
Ginsíkway ni Jáime si Córa.,Jaime jilted Cora.
Nagsíd’ing ang prinsipál sa kwárto sang ma’éstra.,The principal looked in the room of the teacher.
Nagasulod ang adlaw sa dampi sa sidlángan.,The sun rises in the east.
Ma-baskog ang síga sang bombilya sa kwarto.,The glow of the light bulb in the room is strong.
Nagsigahúm ikáw sang mánggad.,You desired for more wealth.
Bawal ang magpanigarilyo sang sigarílyo sa sulod sang bus.,Smoking cigarettes inside the bus is forbidden.
"Sígi, maglakat na kita antes mag-gab-i.","Okay, let's go before it gets dark."
Ginsígput ku ang bugás sa latún.,I took all the rice grains left in the can.
Nagsígu ang takúp.,The cover fitted well.
Sigúro ma-ulan gid karon sa hapon.,Maybe it will really rain this afternoon.
Nagsiháy si Victor sa grúpu.,Victor separated from the group.
Gingamit niya ang sihigún para bitayon ang kurtina.,He used the rod to hang the curtain.
Naglakat na silá pakadto sa eskwelahan.,They already left for school.
Ma-pait ang sílak sang adlaw subong nga udto.,The rays of the sun are harsh this noon.
Ma-sílaw ang suga sang salakyan nga naga-atubang sa aton.,The car lights facing us are glaring.
Gamita ang sílhig para tinluan ang ugsaran.,Use the broom to clean the yard.
Nakadakop sila sang daku nga síli sa suba.,They caught a big eel in the river.
Ma-síli’ sia nga bata sa klase.,She is a brilliant child in class.
Matuod ang silíng sang aton mga katigulangan.,The saying of our ancestors is true.
Ang porma sang lamesa amo ang sílu.,The shape of the table is square.
Nagapanago ang kuring sa sílung sang balay.,The cat is hiding in the basement of the house.
Ginsilútan ku ang báta’.,I punished the child.
Naga-símba kami kada adlaw sang Domingo.,We go to church every Sunday.
Makita ang daku nga kampana sa sulod sang simbóryo.,The big bell can be seen inside the belfry.
Símbug-on mo ang tubig sa juice.,Mix the water into the juice.
Símpli lang ang amon selebrasyon sang kaadlawan.,Our birthday celebration is just simple.
Nagsímpun si Élma sa mangá laláki.,Elma joined the men.
Bag-o ang sín sang ila atop.,The galvanized iron of their roof is new.
Ihatag mo ini sa mga tawo nga siná’.,Give this to those people.
Papataya ang síndi sang kandila.,Put out the flame of the candle.
"Sa amon siní nga lugar, malinong ang pangabuhi.","In these parts of ours, life is peaceful."
Maglantaw kita sang síni sa SM.,Let's watch a movie at SM.
Gingamit sang iskultor ang iya sínsil.,The sculptor used his chisel.
Pila ang imo sinsílyo sa pitaka?,How much small change do you have in your purse?
Ginhigot niya ang síntas sa iya buhok.,She tied the ribbon in her hair.
Ginsinú’ ku ang niyúg.,I shook the coconut.
Sín’u ang nag-abot kaina sang aga?,Who arrived earlier this morning?
Ang pagbuhis sang itlog isa ka sínyal sang pag-ulan.,The laying of eggs is a sign of rain.
Naghatag sia sang sínyas gamit ang iya kamot.,He gave a gesture/cue using his hand.
Namit kaunon ang singkamás nga may asin.,Turnips are delicious to eat with salt.
síngko num five.,
Nabatian ko ang mabaskog nga sínggit sa gwa.,I heard a loud shout outside.
Ma-sínghut mo ang kahamot sang mga bulak.,You can smell the fragrance of the flowers.
Nagatubo na ang mga singíl sang paray.,The rice seedlings are already growing.
Gamita ang singít para makuha ang paho sa babaw.,Use the pole with a hook to get the mangoes from above.
Matahum ang bulawan nga síngsing sa iya tudlo.,The gold ring on her finger is beautiful.
Maayo sia maghampang sang sípa’.,He is good at playing kick ball.
Nagsipák sa dálan si Bérting.,Berting separated from us on the way.
Ginpasipaláhan mu akú.,You insulted me.
Hatagi ako sang isa ka sipí’ nga laton.,Give me one piece of orange.
Kinahanglan mo mag-sipílyo pagkatapos kaon.,You need to toothbrush after eating.
Ginsípit ku ang líbro pakádtu sa eskwelahán.,I carried the book under my arm going to school.
Nakit-an ko ang iya síplat sa akon kaina.,I saw his glance at me earlier.
May yara ako sang síp’un tungod sa ulan.,I have a cold because of the rain.
Sirad-i ang sirá sang pirtahan para luwas kita.,Close the lock of the door so we are safe.
Madamo sang bunga ang aton sirgwélas subong.,Our tropical plum tree has many fruits now.
Nagapanagring ang mga sirirítan kon gab-i.,The crickets are chirping at night.
Ma-sír’um na ang palibut gani pauli na kita.,"The surroundings are already dark, so let's go home."
Maayo ang sistéma sang pag-obra sa sini nga kumpanya.,The system of work in this company is good.
Nagsítsit si Líto.,Lito called with a hiss.
Gamay lang ang populasyon sa amon sítyu.,The population in our area division is just small.
Nagbutang si Tatay sang si’úd sa sapa.,Father placed a fish trap in the creek.
Nag-gwa na ang mga síwil sang amon gin-tanom.,The young sprouts of what we planted have come out.
siyám num nine.,
Sóbra na ang imo ginahimo sa akon.,What you are doing to me is too much.
Ipapilit ang selyo sa guwa sang sóbre.,Stick the stamp on the outside of the envelope.
Isog ang mga soldádo nga naga-away sa bukid.,The soldiers fighting in the mountains are brave.
Madamo sang mga soltéro sa amon barangay.,There are many single men in our barangay.
Manami magtulog sa malum-ok nga sopá.,It's nice to sleep on the soft couch.
Bakal kita sang sorbéte para sa mga bata.,Let's buy some ice cream for the children.
Namit ang soríso nga ginluto ni Nanay.,The sausage cooked by Mother is delicious.
Nagsú’ay ang duhá.,The two debated.
Malapad kag madalom ang subá’ sa amon banwa.,The river in our town is wide and deep.
Sia ang subáng sa lima ka mag-ulutod.,She is the oldest child among five siblings.
Ginyabat sang subáy ang tinapay sa lamesa.,The red ants swarmed the bread on the table.
Sia ang ma-súbli’ sang tanan nga manggad sang iya ginikanan.,He will inherit all the wealth of his parents.
Puno sang ka-subú’ ang iya tagipusuon.,His heart is full of sadness.
Ginsúbul sang Amerikáno ang “Vietcong”.,The American renounced the Vietcong.
Ma-ulan gid subúng nga hapon.,It will surely rain now this afternoon.
Nag-súka ang bata tungod sa iya sakit sa tiyan.,The child vomited because of his stomach ache.
Butangi sang súka’ ang inasal para magnamit.,Put some vinegar on the roasted meat to make it tasty.
Ano ang súkat sang sining malapad nga duta?,What is the measurement of this wide land?
Nagsúk’ay akú sang batú.,I dug out the stone.
Maayo sia mag-atipan sa iya mga súki’.,He takes good care of his favorite customers.
Mag-súl’ub ka sang bag-o nga bayo para sa pyesta.,Wear a new dress for the fiesta.
Nagakamang ang súksuk sa ibabaw sang kisame.,The house lizard is crawling on top of the ceiling.
Ginsúkub ku ang bugás.,I measured the rice.
Malakat na ang drayber para mag-sukút sang plete.,The driver is going out now to collect the fare.
Adobo ang aton súd’an para sa panyaga.,Adobo is our viand for lunch.
Sindihi ang sugá’ sa sulod sang kwarto.,Turn on the light inside the room.
Malain ang sige nga paghampang sang sugál.,Constant gambling is bad.
Nagsúgat si José kay Lýdia.,Jose fetched Lydia.
Nagsugatá’ si Nélson kag si António.,Nelson and Antonio met each other.
Mag-súgba kita sang isda sa gwa sang balay.,Let's broil some fish outside the house.
Nagsúgbu ang táwu.,The man dove.
Nag-súghaw ang mga imol sa talamnan sang paray.,The poor gleaned in the rice field.
Matuod gid ang iya súgid sa akon kaina.,His story/disclosure to me earlier is truly true.
Matahum ang inyo sugilánun parte sa inyo byahe.,Your story about your trip is beautiful.
Nag-súgpa’ sia tungod sa iya malala nga balatian.,He spat blood due to his severe illness.
Mahal ang kilo sang súgpu sa merkado.,The price per kilo of lobster at the market is expensive.
Diin ang súgpun sining malaba nga pisi?,Where is the connection of this long rope?
Sunda ang súgu’ sang aton pangulo.,Follow the command of our leader.
"Sa súgud pa lang, nakahibalo na ako sang kamatuoran.","Right from the beginning, I already knew the truth."
Nagpirma na sila sang sugút para sa bag-o nga obra.,They already signed the agreement for the new work.
Ginsúgyut ni Rogelío si Dína.,Rogelio provoked Dina.
Batuna na ang imo súhul para sa sini nga semana.,Receive your salary for this week.
Nagsúhut ang báta’ sa lamésa.,The child went under the table.
Ma-talum ang súlab sining kutsilyo.,The blade of this knife is sharp.
Ginpasulábi sang Nánay ang mánghud.,The Mother preferred the younger child.
Nag-abot ang sulát ni Maria halin sa abroad.,Maria's letter from abroad has arrived.
Ginsuláy ku ang súgu’ ni Nánay.,I disobeyed the command of my mother.
I-súlda mo ining duha ka salsalon.,Weld these two metals together.
Ma-súlhay ang akon pamatyag sa sining bag-o nga balay.,I feel comfortable in this new house.
Nagsulí’ ang báso.,The glass overturned.
Nag-súlip ang mga bata sa idalom sang balay.,The children passed under the house.
Ginsúlit ku ang síni.,I saw the movie again.
Gusto ko mag-obra sang súlu lang.,I want to work alone.
Nagdala sila sang sulú’ pakadto sa bukid.,They brought a torch going to the mountain.
Nagpungko sia sa súluk sang sála.,He sat in the corner of the living room.
Mag-sulúd kamo sa sulod sang amon balay.,Come in inside our house.
Indi mo pag-súlsul ang imo gusto sa iban.,Don't insist your will on others.
Gin-súlung sang mga pulis ang balay sang suspek.,The police raided the suspect's house.
Pila ang súma sang tanan mo nga gasto?,How much is the sum of all your expenses?
Manami ang súman nga ginalingon sa kape.,The sticky rice wrap is nice paired with coffee.
Nag-súmbag-ay ang duha ka lalaki sa karsada.,The two men hit each other with fists on the street.
Ginsúmbung ku ang estudyánte sa ma’éstro.,I reported the student to the teacher.
Nagsúm’ud ang pagká’un.,The food made me cloy.
Ang iya súmpa’ sa akon pabilin nga matuod.,Her vow to me remains true.
Ginsúmpung ku ang ma’éstro.,I opposed the teacher.
Ginpasundáyag sa peryódiko ang íla kasál.,Their wedding was published in the newspaper.
"Indi ka mag-akig, súnlug lang ina.","Don't get angry, that was just teasing."
Ma-súnsun ang iya pagkadto diri sa amon.,His visits here to us are frequent.
Ginsúntuk ang dulúnggan ku sang dágum.,My ear was pierced with a needle.
"Sunú’ sa balita, may bagyo nga maga-abot.","According to the news, there is a storm coming."
Kitaay kita sa sunúd nga bulan.,Let's see each other next month.
Daku ang natabo nga súnug sa merkado kahapon.,A big fire happened at the market yesterday.
Malaba ang súngay sang karabaw.,The horns of the carabao are long.
Naghampang kami sang súngka’ kaina sang hapon.,We played sungka earlier this afternoon.
Nagsúnggu’ ang ákun úlu sa lamésa.,My head bumped against the table.
Nagsúnggud si María.,Maria sulked.
Ibutang ang súngsung sa baba sang botelya.,Put the stopper in the mouth of the bottle.
Makita mo ang nagahulag nga súngu sang pitaw.,You can see the moving antennae of the grasshopper.
Mainit nga súpas ang amon ginakaon samtang naga-ulan.,We are eating hot soup while it is raining.
Nag-istorya ang amon superbisór parte sa bag-o nga proyekto.,Our supervisor spoke about the new project.
"Supládu sia kon kaisa, pero mabuot man kon upod na.","He is over-bearing sometimes, but he is kind once you're with him."
Ginsúpsup ku ang Coca Cóla.,I sipped Coca Cola.
Nagsupúk sya sang báta’.,He fought a child.
Ma-supúg ang ido sang amon kasing-balay.,Our neighbor's dog is rabid/furious.
Ibutang ang tinapay sa sulod sang súput.,Put the bread inside the paper bag.
Nagsupút silá magkolékta sang maskín tagdyés.,They collected even ten centavo coins.
Ginhimoan ni Lola sang súrsi ang gisi nga bisti.,Grandma made a patch on the torn garment.
Sús! Nalimtan ko ang akon pitaka sa balay.,Oh my goodness! I forgot my wallet at home.
Ginsúsi’ ku sang ma’áyu ang kásu.,I looked into the case very well.
Gin-suspendér sang gobyerno ang klase tungod sa bagyo.,The government suspended classes due to the storm.
Sia ang nagahatag sang susténto sa iya pamilya.,He is the one providing sustenance for his family.
Nagatindog ang bata para mag-súsu sa iya iloy.,The child is standing to breastfeed from its mother.
Ma-sutíl ang bata nga lalaki sa gwa sang balay.,The boy outside the house is naughty.
Ginsutsután ku si Ernésto.,I hissed at Ernesto.
Súyup-on sang espongha ang tubig sa lamesa.,The sponge will absorb the water on the table.
Napisngi ang swélas sang akon sapatos.,The sole of my shoe was detached.
Batuna ang imo swéldo para sa sini nga bulan.,Receive your salary for this month.
Daku nga swérte nga nakatapos sia sang pag-eskwela.,It is great luck that he finished his schooling.
Malakat na syá pakadto sa tindahan.,He/She is going to the market now.
Ginpakita sang pulis ang iya syápa.,The policeman showed his badge.
syén num hundred.,
Paborito ko nga subject ang syénsya.,Science is my favorite subject.
syéte num seven.,
Masako ang kabuhi sa sulod sang syudád.,Life is busy inside the city.
Kaunon na ta ang dala mo nga pagkaon.,Let us eat the food you brought.
Ma-tá’as ang kahoy nga paho sa amon ugsaran.,The mango tree in our yard is tall.
Plano ni Tatay nga mag-tába’ sang talamnan sa sunod nga tuig.,Father plans to buy a rice field next year.
Naga-upa si Lolo sang iya tabáku’.,Grandpa is puffing on his tobacco.
Nagtában si Cárlos kag si Emily.,Carlos and Emily eloped.
Nagpangayo sia sang tábang sa iya mga abyan.,He asked for help from his friends.
Ma-táb’ang ang sabor sining sabaw.,The taste of this soup is tasteless/mild.
Gintábas ku ang báyu’.,I sewed the dress.
Tabíd-on mo ang duha ka pisi para maglaba.,Link the two ropes together to make it long.
Daku nga tabínas ang iya na-eksperyensyahan kaina.,He experienced a great embarrassment earlier.
Nagbayad sia sang tabís tungod sa iya paglapas.,He paid a penalty due to his violation.
Mag-inom ka sang duha ka tablétas nga bulong.,Drink two tablets of medicine.
Gamita ang tabú’ para magpanghugas sang tiyan.,Use the dipper to wash your feet.
Gintábu’ ku si Nánay sa pantalán.,I met my mother at the pier.
Nagtabúk silá sang subá’.,They went across the river.
Gintábug ku ang mangá lángaw.,I drove the flies away.
Ibutang ang tabún sa ibabaw sang kaldero.,Put the cover on top of the pot.
Naták’an na akú magpamáti’ sa íya istórya.,I’m bored listening to his stories.
Indi mag-tákam kon naga-kaon upod sa mga bisita.,Do not munch noisily when eating with guests.
Nakabalik na ang mga mangingisda sa tákas.,The fishermen have returned to dry land.
Nagtákdung akú sang peryódiko kay ma’ulán.,I covered my head with the newspaper because it is raining.
Gintáklad ku ang bánglid.,I climbed the hill.
Táklap-an mo sang habol ang bata kay matugnaw.,Cover the child with a blanket because it is cold.
Nag-táklas sia sa kudal para makasulod sa ugsaran.,He climbed over the fence to enter the yard.
Madamo sang táklung sa amon talamnan pagkatapos sang ulan.,There are many snails in our rice field after the rain.
Nagtáklus si Pédro sang binángun.,Pedro tied a machete around his waist.
"Sa sining tákna’, kinahanglan naton magpangamuyo.","In this moment, we need to pray."
Natáktak ang mangá dáhun.,The leaves fell.
Gintakúd námun ang mangá bombílya.,We installed the electric bulbs.
Diin na ang takúp sining botelya?,Where is the stopper of this bottle?
Indi takús sa akon ang sapatos nga imo ginbakal.,The shoes you bought do not fit me.
Maglakat ka sing tádlung pakadto sa krusada.,Walk straight towards the intersection.
Gintádtad ku ang kárne.,I chopped the meat.
Puno sang tubig ang daku nga tádyaw.,The large clay jar is full of water.
Si Villaréal ang isá sa mangá taglawás sang Cápiz.,Villareal is one of the representatives of Capiz.
Tagá-diin ka nga probinsya?,From what province are you from?
Tagá di’ín ka gid bala sa Iloilo?,From where in Iloilo are you exactly?
Nagtagám silá pagtabúk sang subá’.,They were careful about crossing the river.
Nagtagasák ang ulán.,The rain dripped.
Tágay-i man ako sang diutay nga ilimnon.,Offer me a little bit of the drink too.
Nagpanawag ang bisita sa tagbaláy.,The guest called out to the host/owner.
Gin-tágbang nila ang mga basura sa tunga sang lawod.,They cast the trash overboard in the middle of the sea.
Mabaskog ang tághul sang ido kagab-i.,The howl/bark of the dog was loud last night.
Nabatian ang tághuy sang babayi tungod sa kasubo.,The wail of the woman was heard due to sadness.
May tagíptip na ang mga libro sa aparador.,The books in the cabinet already have mildew.
Sín’u ang tag’íya sining salakyan?,Who is the owner of this vehicle?
Indi matuod ang iya tágna parte sa palaabuton.,His prediction about the future is not true.
Tagpilá ang kilo sang saging subong?,How much is the kilo of bananas now?
Nabatian ko ang tágring sang telepono sa sála.,I heard the ringing sound of the telephone in the living room.
Magkuha kamo sang tágsa ka tinapay.,Everyone take each a piece of bread.
Tágsatágsa sila nga nagsulod sa kwarto.,They entered the room one by one.
Ma-tágsing ang tingog sang kampana sa simbahan.,The sound of the church bell is sonorous.
Mag-tágtag kamo sang mga papel sa inyo mga klasmeyt.,Distribute the papers to your classmates.
Mag-tágu’ kita sa idalom sang lamesa.,Let's hide under the table.
Gin-sulod niya ang iya binangon sa tagúb.,He put his bolo into the sheath.
Gin-tagudíli’ sang huwis ang iya nahimo nga krimen.,The judge condemned the crime he committed.
Ma-tagúm ang duag sang iya paborito nga bayo.,The color of her favorite dress is blue.
