lápus	Malipay siya kon makalápus siya.	He/She is happy when able to to pierce.
lapúyut	Palangga nila ang lapúyut nga lugar.	They love the sticky place.
lápyu	Naglápyu ang íya láwas sa trabáho.	He felt tired because of work.
laranghíta	Nakita ko ang laranghíta sa bintána.	I saw the nectarine by the window.
laráwan	Ginahatagan niya siya sang laráwan.	He/She gave him/her a picture.
lárga	Naglárga si Nánay kahápun.	Mother left yesterday.
lasáw	Ginsugo siya nga kuhaon ang lasáw.	He/She was told to get the molasses.
lásu	Nagdala siya sang lásu para sa ila.	He/She brought the ribbon for them.
láta	Ginpangita niya ang láta sa balay.	He/She looked for the tin at home.
látag	Nagpugos sila sa iya nga to bleach.	They forced him/her to to bleach.
látay	Naglátay kamí sa tuláy patabúk sa subá’.	We crossed a narrow footbridge across the river.
látid	Naglátid si Manuél sang kudál.	Manuel marked the area to be fenced in.
latigú	Nabalaka siya tungod sa latigú.	He/She was worried because of the whip.
latúk	Ginbantayan niya ang latúk sing maayo.	He/She took good care of the table.
látum	Naglátum ang pínta sa káhuy.	The paint penetrated into the wood.
latún	I was contaminated by Pedro’s flu.	Naglá’ug kamí kagáb’i.
láwag	Ginláwag ang ngálan ku.	My name was called.
láwas	Ginbasa niya ang tungol sa láwas.	He/She read about the body, human body..
láwid	Gindilaab niya ang láwid sa kalayo.	He/She placed the of distance, length near the fire.
láwig	Naghandum siya sang láwig nga kinabuhi.	He/She dreamed of a lengthy life.
láwlaw	Ang láwlaw nga hangin naghuyop gikan sa amihon.	A loose about the waist wind blew from the north.
láya	Ginbuksan niya ang láya sing hinay.	He/She carefully opened the fish net.
láyag	Ginpares niya ang láyag sa iya bayo.	He/She matched the sail for a boat with his/her clothes.
láyas	Nahadlok siya nga to run away.	He/She was afraid to to run away.
layát	Naglayát ang íya pánit.	Her skin sagged.
láygay	Nagláygay ang pári’.	The priest gave some advice.
layí	Ginsugo siya nga kuhaon ang layí.	He/She was told to get the law, bill.
layúng	Naglayúng ang dáhun sang ságing.	The banana leaf withered.
leksyón	Ginpangita niya ang leksyón sa balay.	He/She looked for the lesson at home.
létse	Ginpakita niya ang létse sa amon.	He/She showed us the volume measure amounting to one eight-ounce tin can.
-li-	Ang -li- halos pirme makita sa estorya.	The word variant of -la- is almost always found in stories.
libák	Gin-agda siya nga to backbite sang iya pamilya.	His/Her family invited him/her to to backbite.
libát	Dako ang iyang libát nga tagipusuon.	He/She has a cross-eyed heart.
líbra	Ginbantayan niya ang líbra sing maayo.	He/She took good care of the pound.
líbre	Ang líbre nga hangin naghuyop gikan sa amihon.	A free wind blew from the north.
libreríya	Ginkuha niya ang libreríya sa iya bag.	He/She took the library from his/her bag.
líbro	Ginpautang niya ang líbro sa iya amigo.	He/She lent the book to his/her friend.
líbu	Ang líbu ginagamit sa pagsugod sang estorya.	The particle thousand is used to begin a story.
líbud	Naglíbud ang tigúlang sang súman.	The old woman went around selling rice cake.
líbug	Ginhinay-hinay niya ang líbug.	He/She handled the bumblebee gently.
libúg	Ang libúg nabulad sa alon.	The trouble, problem, worry was left out in the sun.
libún	Ginbuksan niya ang libún sing hinay.	He/She carefully opened the enclosure, fence.
líbut	Ginplano nila nga to walk about sa Sabado.	They planned to to walk about on Saturday.
likáw	Naglikáw ang trak sa bátsi.	The truck avoided the hole in the road.
líkday	Gintudluan siya kon paano maglíkday.	He/She was taught how to to step to one side to allow another to pass.
líkido	Naglikí’ si Índay sa sá’ut.	Inday danced gracefully.
líksi	Nagtinguha siya nga to jump around sing husto.	He/She tried hard to to jump around properly.
likúd	Nagdala siya sang likúd para sa ila.	He/She brought the back for them.
likúm	Nagpanghimos siya agod to hide a secret.	He/She prepared so he/she could to hide a secret.
lígad	Naglígad na ang Enéro péro walá’ pa matapús ang trabáho ku.	January is already over, but my work is not done yet.
ligás	Ang ligás ara sa ibabaw sang kahon.	The garter is on top of the box.
lígdung	Ginpahayag niya ang iyang lígdung nga pagbati.	He/She expressed his/her modest feelings.
lígid	Naglígid ang batú sa bánglid.	The boulder rolled down the hill.
ligís	Ginahinumduman niya ang pagligís sa una.	He/She remembered to milling before.
ligúnlígun	Malipay siya kon makaligúnlígun siya.	He/She is happy when able to to let melt.
ligúy	Kilala siya bilang ligúy nga tawo.	He/She is known as a negligent, truant person.
liháy	Nagliháy si Lucílle sa ákun.	Lucille leaned on me.
líla	Palangga nila ang líla nga lugar.	They love the violet place.
limá	Ginsulat niya ang limá sa iyang papel.	He/She wrote the word five on his/her paper.
límbung	Ginhinay-hinay niya ang límbung.	He/She handled the lie, deceit gently.
limitádo	Dako ang iyang limitádo nga tagipusuon.	He/She has a limited heart.
limpyabúta	Ginbuksan niya ang limpyabúta sing hinay.	He/She carefully opened the bootblack.
límyo	Ang límyo nga hangin naghuyop gikan sa amihon.	A clean, spotless, in order wind blew from the north.
límug	Nanglímug si Ernésto sang túbig.	Ernesto gargled water.
limús	Ginahatagan niya siya sang limús.	He/She gave him/her a alm, donation.
límut	Gindumdom niya nga to forget agad.	He/She remembered to to forget right away.
linábhan	Ginsugo siya nga kuhaon ang linábhan.	He/She was told to get the washed clothes.
línas	Naglínas kamí sang humáy.	We threshed rice.
línaw	Ginpangita niya ang línaw sa balay.	He/She looked for the brook at home.
líntak	Nanglíntak si Artúro sa ákun.	He clicked at me.
líntuk	Ang líntuk ara sa ibabaw sang kahon.	The bran is on top of the box.
línug	Ginbutang niya ang línug sa aparador.	He/She put the earthquake in the cabinet.
linúng	Ang linúng nga pagkaon ginhan-ok niya.	He/She savored the calm food.
língas	Naglíngas si Vicénte sa kláse.	Vicente distracted the class.
lingáw	Ginsugo siya nga to distract.	He/She was told to to distract.
língkud	Wala siya sang gana nga to sit down.	He/She had no desire to to sit down.
linggánay	Ginpautang niya ang linggánay sa iya amigo.	He/She lent the bell to his/her friend.
línghud	Ang línghud nga balay ginpalit nila.	They bought the of plants house.
língin	Naglíngin ang ákun úlu.	My head is dizzy.
língling	Naglíngling si José.	Jose peeped.
lipák	Ang lipák nabulad sa alon.	The stick was left out in the sun.
lípas	Naglípas ang isá ka semána bágu nagkita’áy kamí.	One week passed before we saw each other.
lipát	Nagtinguha siya nga to forget sing husto.	He/She tried hard to to forget properly.
lípay	Nakita ko ang lípay sa bintána.	I saw the happiness, joy, delight by the window.
lípun	Naglípun si Heléna sang hábul.	Helena hid under the blanket.
lípung	Gin-agda siya nga to faint sang iya pamilya.	His/Her family invited him/her to to faint.
lísang	Naglísang ang kabáyu’ sa lupúk.	The horse was terrified with the bursting sound.
lisénsya	Naglisénsya si Vída sa íya ilúy nga malakát.	Vida asked permission from her mother to leave.
lísi	Naglísi ang báta’ sa dálan.	The child looked about curiously.
lisík	Naglisík ang káhuy pagbús’ak ku.	Chips flew about when I chopped the wood.
lísta	Ang lísta ara sa ibabaw sang kahon.	The list, roll is on top of the box.
lístun	Ginbutang niya ang lístun sa aparador.	He/She put the ribbon trimming in the cabinet.
lísu	Nabalaka siya tungod sa lísu.	He/She was worried because of the seed.
lisúd	Ginpahayag niya ang iyang lisúd nga pagbati.	He/She expressed his/her hard, difficult feelings.
litík	Naglitík ang kúlun.	The clay pot cracked.
lítra	Ginkuha niya ang lítra sa iya bag.	He/She took the letter of the alphabet from his/her bag.
lítro	Ginpautang niya ang lítro sa iya amigo.	He/She lent the liter measure to his/her friend.
litsúgas	Ginbasa niya ang tungol sa litsúgas.	He/She read about the lettuce.
lítsun	Gindilaab niya ang lítsun sa kalayo.	He/She placed the whole pig roasted on live coal pit near the fire.
lítun	Naglítun kamí sa bág’u nga baláy.	We moved to the new house.
liwáliwá	Nagpaliwáliwá silá sa Yurópa.	They took a vacation in Europe.
liwán	Nagliwán si Élma sang báyu’ ku.	Elma remodelled my dress.
liwát	Nagbaklay siya liwát padulong sa eskwela.	He/She walked again, repeatedly toward school.
liyón	Nakita ko ang liyón sa bintána.	I saw the lion by the window.
lóbo	Ginahatagan niya siya sang lóbo.	He/She gave him/her a balloon.
lólo	Ginbili niya ang lólo sa merkado.	He/She bought the grandfather at the market.
lóte	Ginsugo siya nga kuhaon ang lóte.	He/She was told to get the piece of land.
-lu-	Ginagamit ang -lu- sa pagpahayag sang pagbati.	The word variant of -la- is used to express feelings.
lubád	Malipay siya kon makalubád siya.	He/She is happy when able to to solve.
lúbag	He betrayed me.	Naglubhá’ ang íya balatí’an.
lubí	Ang lubí ara sa ibabaw sang kahon.	The coconut is on top of the box.
lúbid	Ginbutang niya ang lúbid sa aparador.	He/She put the rope, string in the cabinet.
lubúg	Ang iyang lubúg nga ngirit nagpasadya sa amon.	His/Her murky, turbid smile made us happy.
lubúng	Ginbantayan niya ang lubúng sing maayo.	He/She took good care of the burial.
lukát	Ginplano nila nga to pull or dig out together with the roots sa Sabado.	They planned to to pull or dig out together with the roots on Saturday.
lúku	Nagalúku siya halos adlaw-adlaw.	He/She to cheats almost every day.
lukú	Naglukú ang idú’.	The dog lay down.
lúksu	Nagpugos sila sa iya nga to jump.	They forced him/her to to jump.
lúkut	Nagtinguha siya nga to wind up sing husto.	He/She tried hard to to wind up properly.
lugár	Ginhinay-hinay niya ang lugár.	He/She handled the place gently.
lúgdang	Nalúgdang ang bapór.	The boat sank.
lúgpay	Gin-agda siya nga to mollify sang iya pamilya.	His/Her family invited him/her to to mollify.
lugúm	Ginpares niya ang lugúm sa iya bayo.	He/She matched the dye with his/her clothes.
lúgus	Ginlúgus ni Glória ang mánggad sang útud niya.	Gloria usurped the wealth of her sister.
lúhu	Ang lúhu nga tubig gin-inom niya.	He/She drank the dressed up water.
luhúd	Ginahinumduman niya ang pagluhúd sa una.	He/She remembered to kneel downing before.
lumáy	Ginsugo siya nga kuhaon ang lumáy.	He/She was told to get the love potion, charm.
lúming	Palangga nila ang lúming nga lugar.	They love the flabby place.
lúmpag	Ginsugo siya nga to destroy.	He/She was told to to destroy.
lúmpat	Wala siya sang gana nga to jump.	He/She had no desire to to jump.
lumús	Nalumús ang báta’.	The child drowned.
lúmut	Ginbutang niya ang lúmut sa aparador.	He/She put the moss in the cabinet.
lumúy	Ginplano nila nga to put into the mouth and swallow down as of a pill sa Sabado.	They planned to to put into the mouth and swallow down as of a pill on Saturday.
Lúnes	Ginbantayan niya ang Lúnes sing maayo.	He/She took good care of the monday.
lúnhaw	Nagtamaya siya sang lúnhaw nga bunga.	He/She enjoyed the green fruit.
lúntad	Nagpugos sila sa iya nga to live.	They forced him/her to to live.
lúnsay	Nagbasa siya sang libro lúnsay.	He/She read the book steady.
lúnud	Nalúnud ang bapór.	The boat sank.
lungíb	Gindilaab niya ang lungíb sa kalayo.	He/She placed the cave near the fire.
lungún	Naglunggú’ ang úlu sang báta’.	The child knocked his head.
lungúlúngu	Naglungúlúngu ang sya.	He shook his head.
lupád	Ginkinahanglan nila ang maglupád.	They needed to to fly.
lúpig	Wala pa siya nakatuon nga maglúpig.	He/She has not yet learned to to oppress.
lupúk	Ginahinumduman niya ang paglupúk sa una.	He/She remembered to bursting before.
lupúg	Naglup’úg ang idú’ sa salúg.	The dog lay on the floor.
lupút	Naghulat siya agod to have loose bowel movement.	He/She waited in order to to have loose bowel movement.
lúpyak	Naglúpyak ang dúta’ sa línug.	The ground caved in because of the earthquake.
lusád	Naglusád ang táwu sa eropláno.	The man disembarked from the plane.
lúspad	Nagtamaya siya sang lúspad nga bunga.	He/She enjoyed the wan fruit.
lusút	Naglusút ang lápis sa papél.	The pencil went through to the paper.
luták	Ang luták ara sa ibabaw sang kahon.	The clay is on top of the box.
lutás	Nagalutás siya halos adlaw-adlaw.	He/She to weans almost every day.
lutáw	Ang lutáw nga tubig gin-inom niya.	He/She drank the famous, big, afloat, popular water.
lúthang	Nagpugos sila sa iya nga to shoot to death.	They forced him/her to to shoot to death.
lútu	Nagtinguha siya nga to mourn sing husto.	He/She tried hard to to mourn properly.
lútus	Ginlútus ni Pédro si Vicénte sa eleksyón.	Pedro defeated Vicente during the elections.
luwág	Ginpautang niya ang luwág sa iya amigo.	He/She lent the ladle to his/her friend.
luwás	Ginluwás sang Dyús ang tanán.	God redeemed everyone.
lúya	Dako ang iyang lúya nga tagipusuon.	He/She has a decrepit, weak, frail heart.
lúyag	Ginkinahanglan nila ang maglúyag.	They needed to to want.
lúyluy	Wala pa siya nakatuon nga maglúyluy.	He/She has not yet learned to to hand down.
luyú	Variant of /maga-/.	Mabakál akú sang líbro.
mábdus	Malipay siya kon makamábdus siya.	He/She is happy when able to to be pregnant.
maká-	Makakánta si Razéla bwas.	Razela will be able to sing tomorrow.
makiná	Ginahatagan niya siya sang makiná.	He/She gave him/her a machine.
makinílya	Ginbili niya ang makinílya sa merkado.	He/She bought the typewriter at the market.
mákut	Nagdesisyon siya nga to make a fire.	He/She decided to to make a fire.
mádre	Mag’asáwa si Pédro kag si Catalína.	Pedro and Catalina are husband and wife.
mágka-	Nagkadis-gústo si Razél kag si Teresíta.	Razel and Teresita had a misunderstanding.
mágpa-	Gusto ni José mag-patahí’ sang pantalón.	Jose would like a pair of pants sewed for him.
maguláng	Ang maguláng ara sa ibabaw sang kahon.	The older sibling is on top of the box.
mahál	Ginpili niya ang mahál nga dalan.	He/She chose the expensive path.
mahímo	Nagtinguha siya nga to be possible sing husto.	He/She tried hard to to be possible properly.
malá	Nagmalá na ang pantalún ku.	My pants are already dry.
maléta	Ang maléta nahulog sa salog.	The piece of baggage fell on the floor.
málu	Gin-agda siya nga to give an alarm sang iya pamilya.	His/Her family invited him/her to to give an alarm.
mán	Gintuon nila ang paggamit sang mán.	They studied the use of also.
mánang	Ginbasa niya ang tungol sa mánang.	He/She read about the respect term for a lady older than the speaker.
mándo	Ginmándo sang tenyénte nga mag’ámlig sa kaláyu.	The lieutenant announced to be careful of the fire.
maného	Nagmaného si Senén sang kótse.	Senen drove a car.
maní	Ang maní nabulad sa alon.	The peanut was left out in the sun.
manínay	Ginbuksan niya ang manínay sing hinay.	He/She carefully opened the godmother.
mansánas	Ginpares niya ang mansánas sa iya bayo.	He/She matched the apple with his/her clothes.
mantikílya	Nakita ko ang mantikílya sa bintána.	I saw the butter by the window.
mántil	Ginahatagan niya siya sang mántil.	He/She gave him/her a tablecloth.
mántsa	Nagmántsa ang dúga’ sang úbas sa báyu’ ku.	Grape juice stained my dress.
manúk	Ginsugo siya nga kuhaon ang manúk.	He/She was told to get the chicken.
manúg-	Manugbúlung si Pédro.	Pedro is a doctor.
mánung	Mangungúma si Cárlos.	Carlos is a farmer.
mangá	Ang mangá makita sa daghan nga pahayag.	The particle plural marker appears in many expressions.
mángga	Ang mángga ara sa ibabaw sang kahon.	The mango is on top of the box.
mánggad	Ginbutang niya ang mánggad sa aparador.	He/She put the wealth, property in the cabinet.
mánghud	Nabalaka siya tungod sa mánghud.	He/She was worried because of the younger sibling.
mangín	Mangín presidénte ang táwung iná’.	That man will become a president.
mápa	Ang mápa nahulog sa salog.	The map fell on the floor.
marásmas	Ginkinahanglan nila ang magrásmas.	They needed to to become wide awake.
márka	Ginpautang niya ang márka sa iya amigo.	He/She lent the brand to his/her friend.
marinéro	Ginbasa niya ang tungol sa marinéro.	He/She read about the sailor.
mármul	Gindilaab niya ang mármul sa kalayo.	He/She placed the marble near the fire.
Márso	Ginhinay-hinay niya ang Márso.	He/She handled the march gently.
Mártes	Ang Mártes nabulad sa alon.	The tuesday was left out in the sun.
martílyu	Ginbuksan niya ang martílyu sing hinay.	He/She carefully opened the hammer.
martír	Ginpares niya ang martír sa iya bayo.	He/She matched the martyr with his/her clothes.
mártsa	Nakita ko ang mártsa sa bintána.	I saw the march, drill practice by the window.
maskará	Ginahatagan niya siya sang maskará.	He/She gave him/her a mask.
máskin	Ang máskin ginagamit sa pagsugod sang estorya.	The particle even if is used to begin a story.
masyádo	Nagbaklay siya masyádo padulong sa eskwela.	He/She walked too much toward school.
mata	Nagdala siya sang mata para sa ila.	He/She brought the eye for them.
matadéro	Ginpangita niya ang matadéro sa balay.	He/She looked for the butcher at home.
matárung	Ginpakita niya ang matárung sa amon.	He/She showed us the reason, cause.
matáy	Namatáy si Lálo.	Grandfather died.
may-	May’edád na si Ramóna.	Ramona is already old.
may	Nagsugod na siya nga to have.	He/She has already begun to to have.
máya	Ginbantayan niya ang máya sing maayo.	He/She took good care of the wren.
mayád	Nagmáyad na si Carméla.	Carmela is already well.
Máyo	Ginkuha niya ang Máyo sa iya bag.	He/She took the may from his/her bag.
mayór	Ginpautang niya ang mayór sa iya amigo.	He/She lent the mayor of a town or city to his/her friend.
mayordómo	Ginbasa niya ang tungol sa mayordómo.	He/She read about the butler.
medálya	Gindilaab niya ang medálya sa kalayo.	He/She placed the medal near the fire.
medikó	Ginhinay-hinay niya ang medikó.	He/She handled the doctor gently.
médya	Ang médya nabulad sa alon.	The half was left out in the sun.
médyas	Ginbuksan niya ang médyas sing hinay.	He/She carefully opened the socks.
mensáhe	Ginpares niya ang mensáhe sa iya bayo.	He/She matched the message. with his/her clothes.
merkádo	Nakita ko ang merkádo sa bintána.	I saw the open market by the window.
mestisílya	Ginahatagan niya siya sang mestisílya.	He/She gave him/her a female half-breed.
mestíso	Ginbili niya ang mestíso sa merkado.	He/She bought the half-breed at the market.
métro	Ginsugo siya nga kuhaon ang métro.	He/She was told to get the meter.
mikániko	Nagdala siya sang mikániko para sa ila.	He/She brought the machinist for them.
mikróbyo	Ginpangita niya ang mikróbyo sa balay.	He/She looked for the germ at home.
míl	Ang míl ginagamit sa pagsugod sang estorya.	The particle thousand is used to begin a story.
milágru	Ang milágru ara sa ibabaw sang kahon.	The miracle is on top of the box.
mílya	Ginbutang niya ang mílya sa aparador.	He/She put the mile in the cabinet.
milyún	Ginsulat niya ang milyún sa iyang papel.	He/She wrote the word million on his/her paper.
mína	Ginbantayan niya ang mína sing maayo.	He/She took good care of the mineral mine.
minístro	Ang minístro nahulog sa salog.	The minister fell on the floor.
mínus	Mínus tres pára alás dos.	It is three minutes before two.
minútu	Ginpautang niya ang minútu sa iya amigo.	He/She lent the of time to his/her friend.
míngaw	Ginbasa niya ang tungol sa míngaw.	He/She read about the loneliness, anguish.
mísa	Nagmísa si Pádre Déver.	Father Dever said mass.
misyonéro	Ginhinay-hinay niya ang misyonéro.	He/She handled the missionary gently.
mítlang	Ginplano nila nga to say sa Sabado.	They planned to to say on Saturday.
miyád	Ginpili niya ang miyád nga dalan.	He/She chose the fine, good, well path.
motór	Ginpares niya ang motór sa iya bayo.	He/She matched the motor, machine with his/her clothes.
motorsíklo	Nakita ko ang motorsíklo sa bintána.	I saw the motorcycle by the window.
mu	Amú gid iní mu.	This is it, you know.
múklat	Nagmúklat ang matá ni Juán.	Juan’s eyes opened.
múda	Ginsugo siya nga kuhaon ang múda.	He/She was told to get the mode, fashion.
mugún	Nagpamugún ang Tátay ku sa kafetérya.	My Father worked in the cafeteria.
mulálung	Nagsugod na siya nga to see or perceive clearly.	He/She has already begun to to see or perceive clearly.
muléstya	Ginpakita niya ang muléstya sa amon.	He/She showed us the bother, trouble.
múlta	Ang múlta ara sa ibabaw sang kahon.	The fine, penalty is on top of the box.
munisípyo	Ginbutang niya ang munisípyo sa aparador.	He/She put the municipal town hall in the cabinet.
múnu	Nagmúnu si Nánay nga makádtu kunú sya sa bángko.	Mother said something about going to the bank.
múngha	Ginbantayan niya ang múngha sing maayo.	He/She took good care of the monk.
murahág	Ang murahág nga pagkaon ginhan-ok niya.	He/She savored the pop-eyed food.
múrto	Ginkuha niya ang múrto sa iya bag.	He/She took the ghost from his/her bag.
muskitéro	Ginpautang niya ang muskitéro sa iya amigo.	He/She lent the mosquito net to his/her friend.
muskobádo	Ginbasa niya ang tungol sa muskobádo.	He/She read about the unrefined sugar.
músika	Gindilaab niya ang músika sa kalayo.	He/She placed the music near the fire.
músing	Ginmusingán niya ang íya dungúg.	He disgraced himself.
músmus	Nagtamaya siya sang músmus nga bunga.	He/She enjoyed the poor fruit.
mutsátso	Ginbuksan niya ang mutsátso sing hinay.	He/She carefully opened the man servant.
mutún	Ginpares niya ang mutún sa iya bayo.	He/She matched the pulley with his/her clothes.
mwéstra	Nakita ko ang mwéstra sa bintána.	I saw the sample by the window.
myémbro	Ginahatagan niya siya sang myémbro.	He/She gave him/her a member.
Myerkolés	Ginbili niya ang Myerkolés sa merkado.	He/She bought the wednesday at the market.
na	Alás dos na.	It is already two o’clock.
na-	Nakúha’ nilá ang prémyo.	They won the prize.
nábaw	Ang nábaw nga pagkaon ginhan-ok niya.	He/She savored the shallow food.
naká-	Ginagamit ang naká- sa pagpahayag sang pagbati.	The word conditional completed action affix of the verb is used to express feelings.
nákun	Ang nákun halos pirme makita sa estorya.	The word my is almost always found in stories.
nag-	Kinsénal ang swéldo námun.	We get our salary every fifteen days.
naláng	Gintuon nila ang paggamit sang naláng.	They studied the use of only.
námit	Ang námit nga balay ginpalit nila.	They bought the delicious house.
námun	Ginsulat niya ang námun sa iyang papel.	He/She wrote the word our on his/her paper.
nanám	Ginpahayag niya ang iyang nanám nga pagbati.	He/She expressed his/her delicious feelings.
nánay	Ginpautang niya ang nánay sa iya amigo.	He/She lent the mother to his/her friend.
nánday	Baláy nánday Cárlos iná’.	That’s the house of Carlos (and others).
nánu	Gintuon nila ang paggamit sang nánu.	They studied the use of variant of anu.
nangín	Nangín milyonáryo si José.	Jose became a millionaire.
naranghíta	Ang naranghíta nabulad sa alon.	The nectarine was left out in the sun.
nárs	Ginbuksan niya ang nárs sing hinay.	He/She carefully opened the nurse.
nátun	Ang nátun halos pirme makita sa estorya.	The word our, ours is almost always found in stories.
nawúng	Nakita ko ang nawúng sa bintána.	I saw the countenance by the window.
Nay	Ginahatagan niya siya sang Nay.	He/She gave him/her a variant of nánay.
nayánáya	Naghandum siya sang nayánáya nga kinabuhi.	He/She dreamed of a elegant life.
náyun	Nagbaklay siya náyun padulong sa eskwela.	He/She walked beyond toward school.
nayún	Nagdala siya sang nayún para sa ila.	He/She brought the of pig for them.
negósyo	Ginpangita niya ang negósyo sa balay.	He/She looked for the small business, business.; merchant at home.
nérbyos	Baláy ni Mr.	Cruz iná’.
nígru	Ang nígru ara sa ibabaw sang kahon.	The negro is on top of the box.
níla	Ang níla makita sa daghan nga pahayag.	The particle their appears in many expressions.
nílag	Nagdesisyon siya nga to observe closely.	He/She decided to to observe closely.
nímu	Ginagamit ang nímu sa pagpahayag sang pagbati.	The word your is used to express feelings.
nínyu	Ang nínyu halos pirme makita sa estorya.	The word your is almost always found in stories.
nípa	Ginkuha niya ang nípa sa iya bag.	He/She took the nipa palm, swampy palm from his/her bag.
nipúlun	Ang nipúlun nga pagkaon ginhan-ok niya.	He/She savored the round food.
níwang	Nagníwang si Asunción.	Asuncion lost weight.
níya	Ginsulat niya ang níya sa iyang papel.	He/She wrote the word her on his/her paper.
niyúg	Ginhinay-hinay niya ang niyúg.	He/She handled the coconut gently.
nobéla	Ang nobéla nabulad sa alon.	The novel was left out in the sun.
nóbyo	Ginbuksan niya ang nóbyo sing hinay.	He/She carefully opened the sweetheart.
Nónong	Ginpares niya ang Nónong sa iya bayo.	He/She matched the endearment term for young boys with his/her clothes.
Nónoy	Nakita ko ang Nónoy sa bintána.	I saw the endearment term for young boys by the window.
nú	Ginsulat niya ang nú sa iyang papel.	He/She wrote the word tag question word from anú on his/her paper.
número	Ginbili niya ang número sa merkado.	He/She bought the number at the market.
núsnus	Malipay siya kon makanúsnus siya.	He/She is happy when able to to rub hard.
nwébe	Ang nwébe ginagamit sa pagsugod sang estorya.	The particle nine is used to begin a story.
nyébe	Ginpangita niya ang nyébe sa balay.	He/She looked for the snow at home.
nga	Nagbakál si Élsa sang itúm nga báyu’.	Elsa bought a black dress.
ngálan	Ang ngálan ara sa ibabaw sang kahon.	The name is on top of the box.
ngásal	Nagngásal si María sang di’ ma’áyu.	Maria chattered nonsense.
ngáwa	Nangáwa si Nína magsakáy sa kabáyu’.	Nina was afraid to ride the horse.
ngídlis	I was horrified.	Nangíl’-ad si María kay Gloría.
ngípun	Ang ngípun nahulog sa salog.	The tooth fell on the floor.
ngísi	Ginkuha niya ang ngísi sa iya bag.	He/She took the grin, giggle from his/her bag.
ngúrab	Nagngúrab si Cármen.	Carmen complained to herself.
ngúrub	Nagngútngut ang ngípun ku.	My tooth aches.
o	Ang o halos pirme makita sa estorya.	The word or is almost always found in stories.
obíspo	Ginhinay-hinay niya ang obíspo.	He/She handled the bishop gently.
okupádo	Ang okupádo nga tubig gin-inom niya.	He/She drank the busy water.
ónse	Ang ónse makita sa daghan nga pahayag.	The particle eleven appears in many expressions.
operá	Wala pa siya nakatuon nga magoperá.	He/She has not yet learned to to operate.
opisína	Nakita ko ang opisína sa bintána.	I saw the office by the window.
opisyál	Ginahatagan niya siya sang opisyál.	He/She gave him/her a official.
óras	Ginbili niya ang óras sa merkado.	He/She bought the time at the market.
orasyón	Ginsugo siya nga kuhaon ang orasyón.	He/She was told to get the angelus.
órden	Nagdala siya sang órden para sa ila.	He/She brought the cincture of priests on the head for them.
órgano	Ginpangita niya ang órgano sa balay.	He/She looked for the organ at home.
ospitál	Ginpakita niya ang ospitál sa amon.	He/She showed us the hospital.
osyóso	Nagtamaya siya sang osyóso nga bunga.	He/She enjoyed the curious fruit.
otél	Ginbutang niya ang otél sa aparador.	He/She put the hotel in the cabinet.
otsénta	Gintuon nila ang paggamit sang otsénta.	They studied the use of eighty.
ótso	Ang ótso makita sa daghan nga pahayag.	The particle eight appears in many expressions.
óbra	Ang óbra nahulog sa salog.	The work fell on the floor.
pa	Will you go to Manila? Ma’áyu iná’ nga pa’ági.	That seems to be a good method.
-pa-	Pahulamá akú sang lápis.	Please let me borrow a pencil.
paboríto	Ginbasa niya ang tungol sa paboríto.	He/She read about the favorite.
pábrika	Gindilaab niya ang pábrika sa kalayo.	He/She placed the factory near the fire.
pábu	Ginhinay-hinay niya ang pábu.	He/She handled the turkey gently.
pakarás	Wala pa siya nakatuon nga magpakarás.	He/She has not yet learned to to harrow.
pákaw	Ginbuksan niya ang pákaw sing hinay.	He/She carefully opened the hilt.
pakéte	Ginpares niya ang pakéte sa iya bayo.	He/She matched the pack with his/her clothes.
páklang	Nakita ko ang páklang sa bintána.	I saw the stem by the window.
pákpak	Ginahatagan niya siya sang pákpak.	He/She gave him/her a feather, wing.
pákris	Ginbili niya ang pákris sa merkado.	He/She bought the bruise at the market.
pakút	Ginsugo siya nga kuhaon ang pakút.	He/She was told to get the guess, venture.
pákyaw	Ginsuportahan nila ang pákyaw nga kabataan.	They supported the wholesale youth.
padalá	Ginpangita niya ang padalá sa balay.	He/She looked for the thing sent, package sent at home.
padáyun	Nagpadáyun si Noél sa pagtu’ún.	Noel continued his studies.
padér	Ang padér ara sa ibabaw sang kahon.	The concrete wall is on top of the box.
padíhut	Ginpadíhut sang Máyor ang pyésta.	The Mayor organized the fiesta.
padúlung	Nagpadúlung si Ricárdo sa Iloílo.	Ricardo was headed for Iloilo.
pagáno	Pagkatápus sya maghámbal, naglíngkud sya.	He sat down after speaking.
págsik	Dako ang iyang págsik nga tagipusuon.	He/She has a brisk heart.
págut	Nagpágut si Éster kagáb’i.	Ester gnashed her teeth last night.
páha	Ginpautang niya ang páha sa iya amigo.	He/She lent the belt to his/her friend.
páhid	Nagpáhid si Rosíta sang íya ti’íl.	Rosita wiped her feet.
páhug	Ginpahúg ni Noél si Susána.	Noel frightened Susana.
pahulám	Ginahinumduman niya ang pagpahulám sa una.	He/She remembered to lending before.
pahúway	Nagpahúway ang mangungúma sa idálum sang káhuy.	The farmer rested under the shade of the tree.
pála	Ginbuksan niya ang pála sing hinay.	He/She carefully opened the shovel, spade.
pala-	Palahúbug iná’ nga táwu.	That man is a drunkard.
palákpak	Nakita ko ang palákpak sa bintána.	I saw the clapping of the hands by the window.
