Hiligaynon,English
Nagakuha sila sang balas sa baybay para sa pagpatindog.,They are getting sand from the beach for building.
Puno sang lunang ang alagyan pakadto sa uma.,The path going to the farm is full of mud.
Nabasa sang tubig ulan ang akon sapatos.,My shoes got wet from the rain water.
Nagapangita sila sang bulawan sa suba.,They are looking for gold in the river.
Mabug-at ining isa ka sako sang asin.,This one sack of salt is heavy.
Napuno sang tap-ok ang daan nga atop.,The old roof is full of dust.
Nagasuyla ang maitum nga aso halin sa bulkan.,Black smoke is billowing from the volcano.
Nagkinahanglan kami sang uling para sa inasal.,We needed charcoal for the barbecue.
Matig-a ang kabatoan sa higad sang pangpang.,The stony area/terrain at the edge of the cliff is hard.
Madanlog ang lumot sa higad sang daan nga bubon.,The moss at the edge of the old well is slippery.
Gintaklad namon ang bukid kaina sang aga.,We climbed/ascended the mountain earlier this morning.
Nagdulhog sila halin sa kunsaran.,They descended/went down from the slope.
Gintabok namon ang halapad nga kapatagan.,We crossed the wide plains.
Nagpahimunong kami sa higad sang tuburan.,We rested beside the spring/water source.
Nagalikoliko ang dalan pasaka sa bukid.,The road going up the mountain is zigzagging/winding.
Nasalapuan ang daku nga kipot sa tunga sang duha ka isla.,A large strait/narrow passage was found between the two islands.
Nakakita sila sang manami nga palanaguan sa kweba.,They found a good hiding place in the cave.
Gintukod nila ang balay sa tunga sang kamingawan.,They built the house in the middle of the wilderness/lonely place.
Makahalawhaw ang katahum sang kinaugali.,The beauty of nature/creation is awe-inspiring.
Maaliwalas ang amon balay-panimalay.,Our household/home is spacious and airy.
Buksi ang pultahan para sa bisita.,Open the door for the visitor.
Sira-i ang binintana kay maulan na.,Close the window because it’s about to rain.
Nagatulog ang bata sa hiligdaan.,The child is sleeping on the bed/sleeping area.
Ibutang ang mga bayo sa sulod sang aparador.,Put the clothes inside the closet/cabinet.
Isiga ang suga sa sala.,Turn on the light in the living room.
Nagapahuway si Tatay sa lantay.,Father is resting on the bamboo daybed.
Pungko kamo sa sining sia.,Sit on this chair.
Malapad ang amon lamisa.,Our table is wide.
Hugasi ang mga pinggan sa banggerahan.,Wash the dishes at the traditional dish rack.
Limpyuha ang salog gamit ang bunot.,Clean the floor using a coconut husk.
Gamita ang silhig sa pagtinlo sang ugsaran.,Use the broom to clean the yard.
Isulod ang basura sa basurahan.,Put the trash in the trash can.
Puno sang tubig ang balde.,The bucket is full of water.
Diin ang tabo para sa banyo?,Where is the dipper/scoop for the bathroom?
Ihaboy ang higko sa puyas.,Throw the dirt into the dustpan.
Mabug-at ining kaban.,This chest/trunk is heavy.
Isab-it ang imo tualya sa sab-itan.,Hang your towel on the hanger/hook.
Matinlo ang aton atop.,Our roof is clean.
Kinahanglan naton kay-uhon ang dingding.,We need to fix the wall.
Mag-obra kita sang ulubrahon sa balay.,Let’s do the chores/work at home.
Pukawon ko kamo sa aga pa.,I will wake you up early.
Tapusa ang imo himo antes maghampang.,Finish your task/work before playing.
Nagapanglaba si Nanay sa labahan.,Mother is washing clothes at the laundry area.
Isul-ob ang imo panapton.,Put on your clothing/garments.
I-plantsa ang mga ginun-at nga bayo.,Iron the crumpled clothes.
Hipusa ang imo mga hampangan.,Keep/Tidy up your toys.
Basya-i ang tanum sa gwa.,Water the plants outside.
Pakauna ang manok sa likod balay.,Feed the chickens at the back of the house.
Nagapanglimpyo kami sang ugsaran.,We are cleaning the yard.
Isira ang kudal antes maggab-i.,Close the fence/gate before nightfall.
Paandara ang bentilador kay mainit.,Turn on the fan because it's hot.
Ara sa sulod sang kalamigan ang gatas.,The milk is inside the refrigerator.
Initon ang sud-an sa kalan.,Heat the viand on the stove.
Gamita ang kutsara kag tinidor.,Use the spoon and fork.
Puno sang kan-on ang yahong.,The bowl is full of rice.
Ibutang ang kape sa baso.,Put the coffee in the glass.
Maatal ang aton kutsilyo.,Our knife is dull.
Ba-ida ang binangon sa bato.,Sharpen the machete on the stone.
I-ugsod ang kurtina.,Draw the curtain.
Matig-a ang ulunan.,The pillow is hard.
Gamita ang habol kay mabugnaw.,Use the blanket because it's cold.
Nagahumlad ako sang banig.,I am spreading the mat.
Isulod ang unan sa punda.,Put the pillow in the pillowcase.
Mapagsik ang amon kaingod.,Our neighbor is energetic.
Mag-istoryahanay kita sa balkon.,Let’s converse on the balcony.
Nagadalagan ang kuring sa atop.,The cat is running on the roof.
Nagabantay ang ido sa pultahan.,The dog is guarding the door.
Malimpyo ang aton palibot.,Our surroundings are clean.
Paandara ang gripo.,Turn on the faucet.
Wala sing tubig sa bubon.,There is no water in the well.
I-puga ang habon sa panapton.,Squeeze the soap from the cloth.
Ibuka ang itlog sa kalaha.,Break the egg into the frying pan.
Timplahi ang timpla sang kape.,Season/Adjust the blend of the coffee.
Ubosa ang pagkaon sa pinggan.,Finish the food on the plate.
Mag-panghugas sang kamot antes magkaon.,Wash your hands before eating.
Ligo ka na para indi kita maulihi.,Bathe now so we won't be late.
Gamita ang sepelyo para sa imo ngipon.,Use the toothbrush for your teeth.
Manamit ang hamot sang pahumot.,The scent of the perfume is nice.
Husaya ang imo buhok.,Comb/Untangle your hair.
Isul-ob ang imo sinelas.,Put on your slippers.
Layo ang amon pasilungan.,Our shelter is far.
Nagapuyo kami sing malinong.,We are living peacefully.
Mag-bulig kita sa pagpanimalay.,Let’s help in housekeeping.
Madamo sang subay sa lamisa.,There are many ants on the table.
Pataya ang suga antes magtulog.,Turn off the light before sleeping.
Sira-i sing maayo ang lakab.,Close the latch/lock well.
Nagakutkot ang baboy sa idalo.,The pig is digging in the space beneath the house.
Ibutang ang pan de sal sa karatula/pila.,Put the bread on the tray/plate.
Mabug-at ang sining lulan.,This load/cargo is heavy.
Mag-tinlo kita sang kasilyas.,Let’s clean the toilet/restroom.
I-asalan ang baga sa kalan.,Fan the embers in the stove.
Iwas-wasa ang habol sa gwa.,Shake/Flick the blanket outside.
Ginabutong niya ang pisi.,He/she is pulling the rope.
Madanlog ang hagdanan.,The stairs are slippery.
Itago ang susi sa sekreto nga lugar.,Hide the key in a secret place.
Nagapamati kami sang radyo.,We are listening to the radio.
Mataas ang kudal sang amon balay.,The fence of our house is high.
Nagatulo ang atop kon nagaulan.,The roof leaks when it rains.
Putsa ang sud-an sa putos.,Wrap the viand in a wrapper/package.
Mag-tig-ang ka para sa panyaga.,Cook rice for lunch.
I-init ang tubig sa kaldito.,Heat the water in the small pot.
Mag-inom sang madamo nga tubig.,Drink plenty of water.
Malaba ang lubid nga ginagamit namon.,The rope we are using is long.
Ibutang ang asin sa asinan.,Put the salt in the salt shaker/container.
Nagapang-utod sia sang kahoy para sa gatong.,He/she is cutting wood for fuel.
Padayon ang amon pagpangabuhi.,Our way of life/livelihood continues.
Mapagsik ang aton panimalay.,Our household is vibrant.
Mag-upod kamo sa amon pagkaon.,Join us in our meal.
Hipusa ang imo mga papel sa bag.,Organize your papers in the bag.
I-puga ang kalamansi sa isda.,Squeeze the calamansi on the fish.
Lutua ang utan sing maayo.,Cook the vegetables well.
Wala sing bugas sa nigo.,There is no rice in the winnowing basket.
Malimpyo ang aton baso.,Our glass is clean.
Ibaligya ang botelya sa junk shop.,Sell the bottle to the junk shop.
Mag-andam sa pagpanaog.,Be careful when descending/going down.
Isiga ang mitsa sang kingke.,Light the wick of the oil lamp.
Maayo ang aton pag-inupdanay.,Our living together is good.
Ihatag ang bulig sa nagakinahanglan.,Give the help to those in need.
Salamat sa inyo pagbisita sa amon balay.,Thank you for visiting our house.
Naga-abot na ang oras sang pagkaon.,The time for eating has arrived.
"Dali na, panyaga na kita!","Come here, let's have lunch!"
Sin-o ang nagluto sining handa?,Who cooked this feast/spread?
Manamit gid ang sining sud-an.,This viand/dish is very delicious.
Gusto ko magkaon sang mainit nga kan-on.,I want to eat hot rice.
I-dihog ang tinapay sa kape.,Dip/Smear the bread in the coffee.
Puga-i sang kalamansi ang imo isda.,Squeeze calamansi on your fish.
Namit ang inasal nga manok.,The roasted/grilled chicken is delicious.
Mag-inom kita sang bugnaw nga tubig.,Let's drink cold water.
Ubosa ang imo pagkaon sa pinggan.,Finish your food on the plate.
Matam-is ang sining himagas.,This dessert is sweet.
Maaslum ang sabaw sang sinigang.,The soup of the sour broth is sour.
Mapait ang sabor sang ampalaya.,The flavor of the bitter gourd is bitter.
Maasin ang sining ginamos.,This shrimp paste is salty.
Maanghang ang katumbal sa sawsawon.,The chili in the dipping sauce is spicy.
Mag-usap sing maayo antes tulunon.,Chew well before swallowing.
Tultuli ang asin sa lamesa.,Find/Reach for the salt on the table.
Puno sang kalamay ang akon tsaa.,My tea is full of sugar.
Sin-o ang nag-ubos sang paha-aw?,Who finished the cold leftover rice?
Ibutang ang sud-an sa yahong.,Put the viand in the bowl.
Gamita ang kutsara kag tinidor.,Use the spoon and fork.
Mahumot ang bag-ong tig-ang nga kan-on.,The newly cooked rice smells fragrant.
Sawsaw ang isda sa langgaw.,Dip the fish in vinegar.
Ginagutom na gid ang mga bata.,The children are already very hungry.
Nabusog gid ako sa sining panyapon.,I am very full from this dinner.
Mag-panghugas sang kamot antes magkaon.,Wash your hands before eating.
"Pasensya lang, wala na sing dako nga sud-an.","Sorry, there's no more big viand left."
Tilawi ang laswa nga ginluto ni Nanay.,Taste the vegetable stew Mother cooked.
Gusto mo bala sang dugang nga kan-on?,Do you want extra/additional rice?
Malapuyot ang sabaw sang linugaw.,The soup of the porridge is thick.
Kihad-kihada ang karne sang baboy.,Chop/Slice the pork meat.
Nasunog ang dukót sa idalom.,The bottom rice crust got burned.
Manamit isawsaw ang pandesal sa kape.,It's delicious to dip pandesal in coffee.
Pila ka bugas ang aton tig-angon?,How much rice (uncooked) shall we cook?
Ang batwan amo ang nagapaaslum sa sabaw.,The batwan fruit is what sours the soup.
Timplahi sang asin ang imo utan.,Season your vegetables with salt.
"Mag-andam, basi matuslok ka sang bukog.","Be careful, you might get pricked by a bone."
Dal-a diri ang pinggan sang bisita.,Bring the visitor's plate here.
Indi maghambal kon puno ang baba.,Don't talk if your mouth is full.
Inom kamo sang mainit nga tsokolate.,Drink some hot chocolate.
Maalat-alat ang sining tuyu.,This soy sauce/salted fish is a bit salty.
Ibutang ang serbiyeza sa kilid sang pinggan.,Put the napkin at the side of the plate.
Nagabukal na ang kaldito.,The small pot is already boiling.
Inita anay ang nabilin nga sud-an.,Heat up the leftover viand first.
Malandog ang kulitis sa laswa.,The spinach/amaranth is slimy in the stew.
May ipis sa idalom sang lamesa!,There is a cockroach under the table!
Hugasi sing maayo ang baso.,Wash the glass well.
Malas-ay ang timpla sining tinola.,The seasoning of this chicken ginger soup is bland.
Dahu-a palihog ang pitsel sang tubig.,Please pass the pitcher of water.
Kibiti ang gamay nga unod sang isda.,Pinch/Pick a small piece of fish meat.
Gindili-an ako magkaon sang matambok.,I am forbidden from eating fatty foods.
Matam-is ang paho nga halin sa Guimaras.,The mango from Guimaras is sweet.
Pang-alila kamo sa aton mga bisita.,Attend to/Serve our guests.
Namit gid ang kansi kon mainit pa.,Kansi (beef marrow soup) is great while hot.
Kibot (Kibuta) ang liso sang saba.,Spit out the seed of the saba banana.
Nagapamahaw sila sing aga pa.,They are eating breakfast early.
Ihatag ang tinapay sa nagakinahanglan.,Give the bread to the needy.
Tilawi ang akon ginluto nga adobo.,Taste the adobo I cooked.
Diin mo ginbutang ang sandok?,Where did you put the ladle?
Busog na bala kamo tanan?,Are you all full now?
Malu-oy ka sa gutom nga bata.,Have mercy on the hungry child.
I-ula ang sabaw sa kan-on.,Pour the soup onto the rice.
Gusto ko sang mapula nga luy-a.,I want some red ginger.
Tig-una ang pagserbi sa mga tigulang.,Prioritize serving the elders.
Magkaon kita sang bugana nga prutas.,Let's eat abundant fruit.
Indi pag-uyaya ang kan-on.,Don't waste/scatter the rice.
Matig-a ang unod sining karne.,The meat of this beef/pork is tough.
Humuka ang pagluto sang baka.,Soften the cooking of the beef.
Ibutang ang kutsilyo sa tuo nga parte.,Put the knife on the right side.
Namit ang latik sa ibabaw sang suman.,The coconut glaze/syrup is good on the rice cake.
Pugita (Pugit-a) ang duga sang kalamansi.,Squeeze out the juice of the calamansi.
Nagapang-agda sia sa panyaga.,He/she is inviting everyone to lunch.
"Baw, kasing-namit gid sining pagkaon!","Wow, this food is so delicious!"
I-haboy ang bukog sa basurahan.,Throw the bone in the trash can.
"Patawara ako, nakatulasok ako sa tubig.","Forgive me, I choked/coughed on the water."
Mag-inom sang madamo nga tubig.,Drink plenty of water.
Putos (Putsa) ang nabilin nga tinapay.,Wrap the remaining bread.
Inom ka sang gatas antes magtulog.,Drink milk before sleeping.
Sabor (Sabori) ang kailo nga utan.,Savor the humble vegetables.
Kihad (Kihada) ang sibuyas sing pino.,Slice the onion finely.
Gisa (Gisaha) ang ahos sa mantika.,Sauté the garlic in oil.
Manamit ang prito nga bangrus.,Fried milkfish is delicious.
Hugas (Hugasi) ang mga pinggan despues kaon.,Wash the plates after eating.
Ibutang ang kalamay sa kape.,Put the sugar in the coffee.
Timplahi sing husto ang sabaw.,Season the soup correctly.
Kaon (Kinaon) na nila ang tanan.,They have already eaten everything.
Tunga (Tunga-a) ang tinapay sa duha.,Divide the bread in two.
Hatag (Hatagi) sia sang diutay nga kan-on.,Give him/her a little rice.
Batun (Batuna) ining amon kailo nga pagkaon.,Accept this humble food of ours.
Limpyuha ang lamesa despues sang panyaga.,Clean the table after lunch.
Pahuway anay antes magkaon liwat.,Rest for a while before eating again.
Salamat gid sa sining dako nga handa.,Thank you very much for this big feast.
Walay sapayan sa inyo pag-abiabi.,You're welcome for your hospitality.
Amo gid ina ang namit nga luto.,That's exactly how delicious cooking is.
"Te, busog na kamo gali?","So, you're full already?"
Ambot kon sin-o ang nagkaon sang akon paho.,I don't know who ate my mango.
Basi kulang pa ang asin sang sabaw.,Maybe the soup still lacks salt.
Ulihi na kita nag-abot sa panyapon.,We arrived late for dinner.
Dungan kita tanan nga magkaon.,Let's all eat simultaneously/together.
Kabay pa nga mabusog kamo tanan.,I hope you all get full.
Masakit ang akon lawas.,My body is aching.
Nagapamatiok ang akon ulo.,My head is throbbing.
Malaba ang iya buhok.,Her hair is long.
Nagapula ang imo mga mata.,Your eyes are turning red.
May daku sia nga talinga.,He has big ears.
Mataliwis ang iya irong.,His/her nose is pointed.
Indi maghambal kon puno ang baba.,Don't talk if your mouth is full.
Maputi ang iya mga ngipon.,His/her teeth are white.
Nagapalamanhig ang akon dila.,My tongue is feeling numb.
Malaba ang iya liog.,His/her neck is long.
Masangkad ang iya abaga.,His/her shoulders are broad.
Masakit ang akon dughan.,My chest is hurting.
Nagahabok ang iya tiyan.,His/her stomach/belly is bloating.
Masakit ang akon likod.,My back hurts.
Mahunog ang iya tangan-tangan.,His/her thumb is thick.
Nagatulasok sia sa talamunon.,He is choking in the throat/food pipe.
May pilas sia sa tuhod.,He/she has a wound on the knee.
Nagabalanog ang iya baho-baho.,His/her calf is swollen.
Ginpamaul ang akon tiil.,My feet are experiencing muscle soreness.
Malaba ang iya mga tudlo.,His/her fingers are long.
Nagapalaningig ang akon pama-ma.,My gums are tingling.
Matahum ang iya uyahon.,Her face is beautiful.
May daku sia nga piso-piso.,He has a big biceps/muscle.
Nagahubag ang iya hubon-hubon.,His/her fontanelle/soft spot is swelling.
Masakit ang akon hawak.,My waist hurts.
Nagapangurog ang akon tuhay-tuhay.,My kneecaps are trembling.
Madamol ang iya kilay.,His/her eyebrows are thick.
Malaba ang iya amululupot.,His/her ring finger is long.
Nagapula ang iya puyupuyo.,His/her cheeks are turning red.
May gisi ang iya bebe.,His/her lips have a cut.
Masakit ang akon gusok.,My ribs are aching.
Nagahabok ang hubag sa iya bukton.,The boil/abscess on his arm is swelling.
Nagapalanuka ako sa kalisang.,I am vomiting from fear.
May muri ang imo mata.,Your eyes have rheum/eye gunk.
Nagapalamanhig ang akon palaris.,My forearms are feeling numb.
Masakit ang akon pus-on.,My lower abdomen hurts.
Nagakutol ang akon atabay.,My sides/flanks are cramping.
Ginalingaw ako sang alipu-puk.,My crown/top of the head is feeling dizzy.
Mapula ang iya itlog-itlog.,His testicles are red. (Medical context)
Nagasakit ang iya itot.,His/her anus hurts.
May katul sa akon panit.,There is an itch on my skin.
Nagapangalot sia sang ulo.,He/she is scratching their head.
Nagapalanginit ang akon dunggan.,My ears are feeling hot.
May bungog sia sa panyapon.,He has deafness/clogged ears during dinner.
Nagasakit ang iya pulo-pulo.,His/her wrist hurts.
Malapad ang iya dahi.,His/her forehead is broad.
Nagapanguy-ab sia sa katulugon.,He/she is yawning from sleepiness.
Masakit ang akon tagipusuon.,My heart hurts.
May sip-on ang bata.,The child has a runny nose/cold.
Nagaubo sia sing mabaskog.,He/she is coughing loudly.
May hilo sia sa lawas.,He/she has poison/toxins in the body.
Nagahilanat ang amay.,The father has a fever.
Nagapalaminhig ang akon likod.,My back is feeling numb.
May nana ang iya pilas.,His/her wound has pus.
Nagaguwa ang dugo sa iya irong.,Blood is coming out of his/her nose.
Masakit ang akon bag-ang.,My molar hurts.
Nagapalanuka sia sa kahulog.,He/she is vomiting from the fall.
May kuris sa iya agtang.,There are wrinkles on his/her forehead.
Nagapalangurog ang iya kamot.,His/her hands are trembling.
May kurit sa iya palad.,There are lines on his/her palm.
Nagasakit ang iya tali-tali.,His/her spine hurts.
May pamaul sia pagkatapos sang obra.,He has muscle soreness after work.
Nagapalangalas ang akon panit.,My skin is feeling irritated/chafed.
May bugas sia sa uyahon.,He/she has pimples on the face.
Nagapanghapo sia sa kakapoy.,He/she is panting from tiredness.
May atitap ang iya sapatos.,There is dirt/grime on his/her shoes. (Body context: skin grime)
Nagasakit ang iya bat-ang.,His/her hips hurt.
May balhas sia sa agtang.,He/she has sweat on the forehead.
Nagapalangalas ang iya bul-i.,His/her buttocks are chafed.
Masakit ang akon tuhod.,My knee hurts.
Nagapanguy-ab sia sa gutom.,He/she is yawning from hunger.
May bungot na ang pamatan-on.,The young man already has a beard.
Nagasakit ang iya tutunlan.,His/her throat hurts.
May laway sa kilid sang iya baba.,There is saliva at the side of his/her mouth.
Nagapangluy-a ang iya lawas.,His/her body is feeling weak/limp.
May kagid ang ido.,The dog has mange/scabies.
Nagapangurog sia sa katugnaw.,He/she is trembling from the cold.
May pilas sia sa siko.,He/she has a wound on the elbow.
Nagasakit ang iya gusok.,His/her ribs hurt.
May pama-ma sia sa ngipon.,He/she has gum pain.
Nagapangapusi sia sang mata.,He/she is rubbing their eyes.
May katul sa iya liog.,There is an itch on his/her neck.
Nagasakit ang iya pusog.,His/her calf muscle hurts.
May bugas-bugas sia sa bukton.,He/she has rashes on the arm.
Nagapalanuka sia sa kabusog.,He/she is vomiting from being overfull.
May kusi sia sa lawas.,He/she has a pinch mark/bruise on the body.
Nagasakit ang iya dughan.,His/her chest hurts.
May sip-on gid man ang bata.,The child really has a cold.
Nagapangharos sia sa kakapoy.,He/she is dragging/limping from exhaustion.
May pantal sia sa panit.,He/she has welts/hives on the skin.
Nagasakit ang iya itot.,His/her bottom hurts.
May lugay ang iya buhok.,Her hair has tangles.
Nagapanguy-ab sia sa katulugon.,He/she is yawning from sleepiness.
May nana ang iya kulo.,His/her fingernail has pus.
Nagasakit ang iya abaga.,His/her shoulder hurts.
May balhas sa iya likod.,There is sweat on his/her back.
Nagapangurog ang iya tudlo.,His/her fingers are trembling.
May sip-on ang pispis.,The bird has a discharge (sick).
Nagasakit ang iya hawak.,His/her waist hurts.
"Salamat sa Ginuo, maayo na ang akon lawas.","Thank God, my body is well now."
Pila ang bili sining isa ka kilo nga luy-a?,How much is the price/value of this one kilo of ginger?
Maayo gid ang baligya sa tienda subong.,The sales/merchandise in the market is good today.
Mag-hanyo ka sang barato nga presyo.,Bargain/Haggle for a cheap price.
Pila ang sukli sa akon isa ka gatos?,How much is the change for my one hundred?
Wala na kami sing sensilyo sa kaha.,We no longer have loose change/coins in the drawer.
Bakal (Bakla) ang preska nga isda sa pantalan.,Buy the fresh fish at the wharf.
Nagapangita ako sang barato nga bino.,I am looking for cheap/affordable wine.
Tama ka mahal ang paho sining bulan.,The mangoes are too expensive this month.
I-lista lang anay ang akon utang.,Just list/record my debt for now.
Sin-o ang suki mo sa talamnan sang tubo?,Who is your regular customer/supplier in the sugar plantation?
Pila ka ganta nga bugas ang imo kinahanglan?,How many gantas (unit of measure) of rice do you need?
Timbang (Timbanga) sing husto ang karne.,Weigh the meat correctly.
Puno na ang akon alkansia sang piso.,My savings box/piggy bank is full of pesos.
Mag-bayad ka sang utang sa tindera.,Pay your debt to the market vendor.
Nagapangita kami sang puhunan para sa negosyo.,We are looking for capital/investment for the business.
I-hatag ang resibo sa nagbakal.,Give the receipt to the buyer.
Pila ang ganansya naton sining panyaga?,How much is our profit this lunch (period)?
Indi mag-daya sa pag-isip sang kuarta.,Do not cheat in counting the money.
I-isip (Isipa) ang nabilin nga tumpok sang saging.,Count the remaining heap of bananas.
Maayo ang patubas gani barato ang tinda.,"The harvest is good, so the market goods are cheap."
I-prenda ang singsing para may kuarta.,Pawn the ring to have money.
Pila ang plete pakadto sa Iloilo?,How much is the fare going to Iloilo?
Nag-arkila kami sang daku nga trak.,We rented a big truck.
I-baylo ang imo manok sa akon pato.,Exchange/Trade your chicken for my duck.
Pila ang sueldo sang pamatay-tubo?,How much is the salary of the sugarcane cutter?
Tago (Tagua) ang imo pitaka sa bag.,Hide/Keep your wallet in the bag.
Mag-dagami kita sang mga daan nga botelya.,Let’s collect/scavenge old bottles (for trade).
Pila ang tubo sining imo pautang?,How much is the interest on this loan of yours?
Nagakalugi na ang amon tiendahan.,Our small store is already losing money.
I-pautang ang sobra nga bugas sa kaingod.,Lend the extra rice to the neighbor.
Sira (Siraha) ang tinda kay gab-i na.,Close the shop because it is already night.
Nag-abre na ang bag-o nga merkado.,The new market has opened.
I-tanyag ang imo produkto sa mga bisita.,Offer/Present your product to the visitors.
Pila ang balon sang bata sa eskwelahan?,How much is the child's allowance/pocket money for school?
Mag-kinot kita para may madis-og bwas.,Let’s frugally save/economize so we have something for tomorrow.
I-deposito ang kuarta sa banko.,Deposit the money in the bank.
Nagapangayo sia sang diskwento.,He/she is asking for a discount.
I-tumpok ang mga sili sa dahon.,Heap/Pile the chilies on the leaf.
Pila ang kantidad sining tanan?,How much is the total amount of all this?
Mag-obra kita para may ipakabit.,Let’s work so we have something to spend.
I-hakot ang mga sako sang paho.,Haul/Transport the sacks of mangoes.
Nag-arkila sia sang pwesto sa tienda.,He/she rented a stall in the market.
I-pusta ang imo kuarta sa manok.,Bet your money on the chicken (cockfighting context).
Pila ang pirdida sa aton negosyo?,How much is the loss in our business?
Mag-hunos kita sang ginamos sa banga.,Let’s draw/scoop shrimp paste from the jar (for sale).
I-takos (Taksa) ang isa ka litro nga lana.,Measure one liter of oil.
Nag-mahal ang bili sang petrolyo.,The price of fuel became expensive.
I-baligya ang aton baka sa matadero.,Sell our cow to the butcher/slaughterhouse.
Pila ang buhin kon magbakal ako sang madamo?,How much is the deduction/discount if I buy many?
Mag-tigum kita para sa palaabuton.,Let’s save/accumulate for the future.
I-yabo ang mga sensilyo sa lamesa.,Pour out the coins on the table.
Nag-nubo ang presyo sang itlog.,The price of eggs went down/decreased.
I-lista sa kuaderno ang mga nag-utang.,List those who have debts in the notebook.
Pila ang pahanungod sining regalo?,How much is the allotted cost/value of this gift?
Mag-intra kita sa kooperatiba.,Let’s join the cooperative.
I-pasaylo ang bayad sa pihak nga bulan.,Move/Defer the payment to next month.
Nag-bakal sia sang bago nga sandalyas.,He/she bought new sandals.
I-tagud (Tagura) ang kuarta sa punda.,Stuff/Hide the money in the pillowcase.
Pila ang gastos sa pagpatindog sang balay?,How much is the expense in building the house?
Mag-negosyo kita sang uga nga isda.,Let’s do business in dried fish.
I-pabalo ang presyo sang karne sa tanan.,Announce the price of meat to everyone.
Nag-nubo ang baligya sining tualya.,The sale of this towel dropped.
I-dul-ong ang mga sako sa gilingan.,Deliver/Take the sacks to the mill.
Pila ang suhol sa pag-ani sang humay?,How much is the labor fee/wage for harvesting rice?
Mag-paninguha kita nga makabayad subong.,Let’s strive/try hard to pay today.
I-paambit ang imo ginansya sa pamilya.,Share your profit with the family.
Nag-dakop sila sang isda para ibaligya.,They caught fish to be sold.
I-paupdan ang bata sa pagpamalaklon.,Accompany the child in shopping.
Pila ang kadakuon sining duta?,How much is the size/area of this land?
Mag-pahulam ka sang kuarta sa utod mo.,Lend some money to your sibling.
I-pabilin ang sukli para sa tindera.,Leave the change for the vendor.
Nag-barato ang presyo sang utan.,The price of vegetables became cheap.
I-pabakal ang aton mga manok.,Have our chickens sold.
Pila ang buwis nga dapat bayaran?,How much is the tax that must be paid?
Mag-obra sing maayo para sa pamilya.,Work well for the family.
I-pasakay ang mga tinda sa dyip.,Load the market goods onto the jeepney.
Nag-mahal ang tanan nga pabaligya.,All the items for sale became expensive.
I-isip liwat ang imo kuarta.,Count your money again.
Pila ang tunga sining ganansya?,How much is half of this profit?
Mag-halong sa mga malain nga tao sa tienda.,Be careful of bad people in the market.
I-pakita ang imo mga baligya sa gwa.,Show your merchandise outside.
Nag-bakal kami sang bag-o nga binangon.,We bought a new machete.
I-hatag ang bayad sa insakto nga oras.,Give the payment at the exact time.
Pila ang kabilugan sining pautang?,How much is the total of this loan?
Mag-pamalaklon kita para sa pista.,Let’s go shopping for the fiesta.
I-paupdan ang mga sako sa trak.,Include the sacks in the truck.
Nag-sueldo na ang mga trabahador.,The workers have already received their salary.
I-takos ang bugas gamit ang liyan.,Measure the rice using the small tin/can.
Pila ang nabilin nga balanse sang utang?,How much is the remaining balance of the debt?
Mag-alkansia kita sang sining mga binting.,Let’s save these twenty-five centavo coins.
I-pakilo ang mga nilaga nga karne.,Have the boiled meat weighed by kilo.
Nag-taas ang bili sang asukar.,The value of sugar increased.
I-pa-utangan ang suki sang panyo.,Allow the regular customer to buy the handkerchief on credit.
Pila ang baligya sining tumpok sang sili?,How much is the selling price of this heap of chili?
Mag-panumdum kita sang bag-o nga negosyo.,Let’s think of a new business.
I-pabilin ang bili sining produkto.,Maintain the price of this product.
Nag-nubo ang baligya sang sapatos.,The sale of shoes dropped.
I-dul-ong ang kuarta sa tag-iya.,Deliver the money to the owner.
Pila ang nabilin nga kuarta sa imo pitaka?,How much money is left in your wallet?
Salamat gid sa imo pagbakal sa amon.,Thank you very much for buying from us.
Daku ang akon kahidlaw sa akon iloy.,My longing/homesickness for my mother is great.
Maayo ang iya pamatasan sa mga tigulang.,His/her character/conduct toward elders is good.
Indi ka mag-akig sa akon gamay nga sala.,Do not be angry at my small mistake.
Nalipay gid ako nga nakita ko ikaw.,I am very happy that I saw you.
Ngaa bala naga-pangatubang ka sing subong?,Why are you frowning/showing a grim face like that?
Tama ka mabinuligon sang aton kaingod.,Our neighbor is very helpful.
Indi mag-obra sing uyaya sa talamnan.,Do not work clumsily/slowly in the plantation.
Ang bata nga mabuot palangga sang tanan.,A well-behaved/kind child is loved by all.
Tama ka pilosopo sining pamatan-on.,This youth is too argumentative/smart-aleck.
Nahadlok ako maglakat sa madulom nga dalan.,I am afraid to walk on the dark road.
Kitaon sa iya uyahon ang daku nga kalisod.,Great sadness/sorrow can be seen on his/her face.
Maathag nga nahisa sia sa imo bag-o nga bayo.,It’s clear she is envious/jealous of your new dress.
Ang tawo nga matamad wala gid sing patubas.,A lazy person has no harvest at all.
Kabay pa nga mangin mapailubon ka sa kabuhi.,I hope you will be patient in life.
Nakibot ako sa hinali mo nga pag-abot.,I was surprised/startled by your sudden arrival.
Tama ka tikalon sining tawo kon maghambal.,This person is too boastful/braggart when talking.
Mag-andam sa mga tawo nga mainonayon.,Be careful of treacherous/betraying people.
Nahuya ako maghambal sa atubangan sang madamo.,I am ashamed/shy to speak in front of many.
